source_file,problem_id,model_name,prompt_name,repeat,legacy_parse_success,loc,sloc,comments,blank,cc_avg,cc_max,cc_sum,halstead_volume,halstead_difficulty,halstead_effort,halstead_vocabulary,halstead_length,halstead_bugs,maintainability_index,token_length,functional_pass
outputs\raw\humaneval_038__deepseek_model__optimized__r3.json,humaneval_038,deepseek_model,optimized,,True,7.0,4.0,0.0,0.0,4.0,4.0,4.0,97.67226489021297,4.0,390.6890595608519,15.0,25.0,0.03255742163007099,95.6060066563852,51,
outputs\raw\humaneval_038__deepseek_model__optimized__r4.json,humaneval_038,deepseek_model,optimized,,True,7.0,4.0,0.0,0.0,4.0,4.0,4.0,97.67226489021297,4.0,390.6890595608519,15.0,25.0,0.03255742163007099,95.6060066563852,51,
outputs\raw\humaneval_038__deepseek_model__optimized__r5.json,humaneval_038,deepseek_model,optimized,,True,7.0,4.0,0.0,0.0,4.0,4.0,4.0,97.67226489021297,4.0,390.6890595608519,15.0,25.0,0.03255742163007099,95.6060066563852,51,
outputs\raw\humaneval_038__deepseek_model__readable__r1.json,humaneval_038,deepseek_model,readable,,True,20.0,8.0,4.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.26033056324485,143,
outputs\raw\humaneval_038__deepseek_model__readable__r2.json,humaneval_038,deepseek_model,readable,,True,20.0,8.0,4.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.26033056324485,144,
outputs\raw\humaneval_038__deepseek_model__readable__r3.json,humaneval_038,deepseek_model,readable,,True,20.0,8.0,4.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.26033056324485,145,
outputs\raw\humaneval_038__deepseek_model__readable__r4.json,humaneval_038,deepseek_model,readable,,True,20.0,8.0,4.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.26033056324485,144,
outputs\raw\humaneval_038__deepseek_model__readable__r5.json,humaneval_038,deepseek_model,readable,,True,20.0,8.0,4.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.26033056324485,145,
outputs\raw\humaneval_038__gpt5_model__basic__r1.json,humaneval_038,gpt5_model,basic,,True,22.0,9.0,4.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,81.03972546725623,151,
outputs\raw\humaneval_038__gpt5_model__basic__r2.json,humaneval_038,gpt5_model,basic,,True,22.0,9.0,4.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,81.03972546725623,157,
outputs\raw\humaneval_038__gpt5_model__basic__r3.json,humaneval_038,gpt5_model,basic,,True,28.0,14.0,5.0,3.0,4.0,4.0,8.0,187.29612798276648,3.111111111111111,582.6990648352735,22.0,42.0,0.06243204266092216,82.9777175125564,167,
outputs\raw\humaneval_038__gpt5_model__basic__r4.json,humaneval_038,gpt5_model,basic,,True,31.0,14.0,8.0,3.0,4.0,4.0,8.0,187.29612798276648,3.111111111111111,582.6990648352735,22.0,42.0,0.06243204266092216,79.9456705136391,189,
outputs\raw\humaneval_038__gpt5_model__basic__r5.json,humaneval_038,gpt5_model,basic,,True,28.0,14.0,5.0,3.0,3.5,4.0,7.0,189.98960215439456,2.9473684210526314,559.9693537182155,23.0,42.0,0.06332986738479819,83.06880071407002,171,
outputs\raw\humaneval_038__gpt5_model__concise__r1.json,humaneval_038,gpt5_model,concise,,True,35.0,20.0,6.0,3.0,4.0,4.0,8.0,225.62110647077245,2.909090909090909,656.3523097331562,26.0,48.0,0.07520703549025748,80.53303609901343,229,
outputs\raw\humaneval_038__gpt5_model__concise__r2.json,humaneval_038,gpt5_model,concise,,True,20.0,10.0,2.0,2.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,84.5990409930796,135,
outputs\raw\humaneval_038__gpt5_model__concise__r3.json,humaneval_038,gpt5_model,concise,,True,22.0,9.0,4.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,81.03972546725623,162,
outputs\raw\humaneval_038__gpt5_model__concise__r4.json,humaneval_038,gpt5_model,concise,,True,28.0,15.0,4.0,3.0,4.0,4.0,8.0,249.9824559469954,3.6956521739130435,923.8482067606352,28.0,52.0,0.08332748531566514,82.04773764752832,193,
outputs\raw\humaneval_038__gpt5_model__concise__r5.json,humaneval_038,gpt5_model,concise,,True,21.0,9.0,3.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,82.77224467773321,139,
outputs\raw\humaneval_038__gpt5_model__constraint__r1.json,humaneval_038,gpt5_model,constraint,,True,50.0,30.0,9.0,5.0,4.0,4.0,8.0,245.1751010249378,2.8333333333333335,694.6627862373238,28.0,51.0,0.08172503367497927,80.26898935045644,259,
outputs\raw\humaneval_038__gpt5_model__constraint__r2.json,humaneval_038,gpt5_model,constraint,,True,47.0,30.0,6.0,5.0,4.0,4.0,8.0,249.9824559469954,3.6956521739130435,923.8482067606352,28.0,52.0,0.08332748531566514,78.68579656101066,216,
outputs\raw\humaneval_038__gpt5_model__constraint__r3.json,humaneval_038,gpt5_model,constraint,,True,47.0,29.0,7.0,5.0,4.0,4.0,8.0,249.9824559469954,3.6956521739130435,923.8482067606352,28.0,52.0,0.08332748531566514,79.52458841794353,234,
outputs\raw\humaneval_038__gpt5_model__constraint__r4.json,humaneval_038,gpt5_model,constraint,,True,50.0,30.0,9.0,5.0,4.0,4.0,8.0,225.62110647077245,2.909090909090909,656.3523097331562,26.0,48.0,0.07520703549025748,80.16419853644618,254,
outputs\raw\humaneval_038__gpt5_model__constraint__r5.json,humaneval_038,gpt5_model,constraint,,True,22.0,9.0,4.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,81.03972546725623,158,
outputs\raw\humaneval_038__gpt5_model__optimized__r1.json,humaneval_038,gpt5_model,optimized,,True,41.0,25.0,5.0,5.0,4.0,4.0,8.0,249.9824559469954,3.6956521739130435,923.8482067606352,28.0,52.0,0.08332748531566514,81.39373557859486,215,
outputs\raw\humaneval_038__gpt5_model__optimized__r2.json,humaneval_038,gpt5_model,optimized,,True,29.0,15.0,5.0,3.0,4.0,4.0,8.0,187.29612798276648,3.111111111111111,582.6990648352735,22.0,42.0,0.06243204266092216,82.93902543388518,169,
outputs\raw\humaneval_038__gpt5_model__optimized__r3.json,humaneval_038,gpt5_model,optimized,,True,31.0,18.0,4.0,3.0,3.5,4.0,7.0,178.37726474549189,4.875,869.589165634273,22.0,40.0,0.05945908824849729,82.16406858352107,156,
outputs\raw\humaneval_038__gpt5_model__optimized__r4.json,humaneval_038,gpt5_model,optimized,,True,31.0,17.0,5.0,3.0,4.5,5.0,9.0,220.92066675263135,3.6904761904761907,815.302460634711,26.0,47.0,0.07364022225087712,82.331222988424,178,
outputs\raw\humaneval_038__gpt5_model__optimized__r5.json,humaneval_038,gpt5_model,optimized,,True,35.0,20.0,6.0,3.0,4.0,4.0,8.0,185.46604019833754,4.764705882352941,883.6911327097259,23.0,41.0,0.061822013399445847,81.17498354697419,179,
outputs\raw\humaneval_038__gpt5_model__readable__r1.json,humaneval_038,gpt5_model,readable,,True,41.0,25.0,4.0,3.0,5.0,5.0,10.0,106.27403387250884,2.4615384615384617,261.59762184002176,17.0,26.0,0.03542467795750295,80.62962241156481,177,
outputs\raw\humaneval_038__gpt5_model__readable__r2.json,humaneval_038,gpt5_model,readable,,True,52.0,34.0,7.0,5.0,5.0,5.0,10.0,252.6150117466338,3.5416666666666665,894.6781666026613,29.0,52.0,0.0842050039155446,76.88785958824951,251,
outputs\raw\humaneval_038__gpt5_model__readable__r3.json,humaneval_038,gpt5_model,readable,,True,32.0,17.0,6.0,3.0,4.0,4.0,8.0,206.32331253245206,3.0,618.9699375973562,24.0,45.0,0.06877443751081735,81.96508315827603,195,
outputs\raw\humaneval_038__gpt5_model__readable__r4.json,humaneval_038,gpt5_model,readable,,True,50.0,31.0,1.0,6.0,5.0,5.0,10.0,140.55415752892034,2.3529411764705883,330.7156647739302,21.0,32.0,0.04685138584297345,80.73416441821324,220,
outputs\raw\humaneval_038__gpt5_model__readable__r5.json,humaneval_038,gpt5_model,readable,,True,23.0,9.0,5.0,3.0,4.0,4.0,8.0,210.90827503317323,3.9473684210526314,832.5326646046311,24.0,46.0,0.07030275834439108,79.11308070406605,184,
outputs\raw\humaneval_039__claude_model__basic__r1.json,humaneval_039,claude_model,basic,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__claude_model__basic__r2.json,humaneval_039,claude_model,basic,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__claude_model__basic__r3.json,humaneval_039,claude_model,basic,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__claude_model__basic__r4.json,humaneval_039,claude_model,basic,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__claude_model__basic__r5.json,humaneval_039,claude_model,basic,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__claude_model__concise__r1.json,humaneval_039,claude_model,concise,,True,15.0,13.0,0.0,2.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,65.34186573388484,43,
outputs\raw\humaneval_039__claude_model__concise__r2.json,humaneval_039,claude_model,concise,,True,15.0,13.0,0.0,2.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,65.34186573388484,43,
outputs\raw\humaneval_039__claude_model__concise__r3.json,humaneval_039,claude_model,concise,,True,15.0,13.0,0.0,2.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,65.34186573388484,43,
outputs\raw\humaneval_039__claude_model__concise__r4.json,humaneval_039,claude_model,concise,,True,15.0,13.0,0.0,2.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,65.34186573388484,43,
outputs\raw\humaneval_039__claude_model__concise__r5.json,humaneval_039,claude_model,concise,,True,15.0,13.0,0.0,2.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,65.34186573388484,43,
outputs\raw\humaneval_039__claude_model__constraint__r1.json,humaneval_039,claude_model,constraint,,True,21.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,71,
outputs\raw\humaneval_039__claude_model__constraint__r2.json,humaneval_039,claude_model,constraint,,True,21.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,71,
outputs\raw\humaneval_039__claude_model__constraint__r3.json,humaneval_039,claude_model,constraint,,True,21.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,71,
outputs\raw\humaneval_039__claude_model__constraint__r4.json,humaneval_039,claude_model,constraint,,True,21.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,71,
outputs\raw\humaneval_039__claude_model__constraint__r5.json,humaneval_039,claude_model,constraint,,True,21.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,71,
outputs\raw\humaneval_039__claude_model__optimized__r1.json,humaneval_039,claude_model,optimized,,True,11.0,10.0,0.0,1.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,67.82742192357686,35,
outputs\raw\humaneval_039__claude_model__optimized__r2.json,humaneval_039,claude_model,optimized,,True,11.0,10.0,0.0,1.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,67.82742192357686,35,
outputs\raw\humaneval_039__claude_model__optimized__r3.json,humaneval_039,claude_model,optimized,,True,11.0,10.0,0.0,1.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,67.82742192357686,35,
outputs\raw\humaneval_039__claude_model__optimized__r4.json,humaneval_039,claude_model,optimized,,True,11.0,10.0,0.0,1.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,67.82742192357686,35,
outputs\raw\humaneval_039__claude_model__optimized__r5.json,humaneval_039,claude_model,optimized,,True,11.0,10.0,0.0,1.0,4.0,4.0,4.0,25.26619429851844,1.2,30.319433158222125,7.0,9.0,0.008422064766172813,67.82742192357686,35,
outputs\raw\humaneval_039__claude_model__readable__r1.json,humaneval_039,claude_model,readable,,True,22.0,20.0,0.0,2.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,56.05020789722818,73,
outputs\raw\humaneval_039__claude_model__readable__r2.json,humaneval_039,claude_model,readable,,True,35.0,20.0,0.0,2.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,84.6823540037703,103,
outputs\raw\humaneval_039__claude_model__readable__r3.json,humaneval_039,claude_model,readable,,True,35.0,20.0,0.0,2.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,84.6823540037703,103,
outputs\raw\humaneval_039__claude_model__readable__r4.json,humaneval_039,claude_model,readable,,True,35.0,20.0,0.0,2.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,84.6823540037703,103,
outputs\raw\humaneval_039__claude_model__readable__r5.json,humaneval_039,claude_model,readable,,True,35.0,20.0,0.0,2.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,84.6823540037703,103,
outputs\raw\humaneval_039__deepseek_model__basic__r1.json,humaneval_039,deepseek_model,basic,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__basic__r2.json,humaneval_039,deepseek_model,basic,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__basic__r3.json,humaneval_039,deepseek_model,basic,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__basic__r4.json,humaneval_039,deepseek_model,basic,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__basic__r5.json,humaneval_039,deepseek_model,basic,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__concise__r1.json,humaneval_039,deepseek_model,concise,,True,23.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,54.939031528438676,75,
outputs\raw\humaneval_039__deepseek_model__concise__r2.json,humaneval_039,deepseek_model,concise,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__deepseek_model__concise__r3.json,humaneval_039,deepseek_model,concise,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__deepseek_model__concise__r4.json,humaneval_039,deepseek_model,concise,,True,23.0,22.0,0.0,1.0,4.0,4.0,4.0,276.90491672227165,6.045454545454546,1674.0160874573696,29.0,57.0,0.09230163890742388,53.07719677583769,92,
outputs\raw\humaneval_039__deepseek_model__concise__r5.json,humaneval_039,deepseek_model,concise,,True,17.0,16.0,0.0,1.0,4.0,4.0,4.0,100.07820003461549,3.076923076923077,307.9329231834323,18.0,24.0,0.0333594000115385,59.18895492392565,56,
outputs\raw\humaneval_039__deepseek_model__constraint__r1.json,humaneval_039,deepseek_model,constraint,,True,36.0,22.0,0.0,1.0,5.0,5.0,5.0,187.29612798276648,8.0,1498.3690238621318,22.0,42.0,0.06243204266092216,82.94320221137993,112,
outputs\raw\humaneval_039__deepseek_model__constraint__r2.json,humaneval_039,deepseek_model,constraint,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__constraint__r3.json,humaneval_039,deepseek_model,constraint,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__constraint__r4.json,humaneval_039,deepseek_model,constraint,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__constraint__r5.json,humaneval_039,deepseek_model,constraint,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__optimized__r1.json,humaneval_039,deepseek_model,optimized,,True,24.0,22.0,0.0,2.0,5.0,5.0,5.0,158.12342722003538,4.8,758.9924506561698,21.0,36.0,0.05270780907334513,54.64652485848357,83,
outputs\raw\humaneval_039__deepseek_model__optimized__r2.json,humaneval_039,deepseek_model,optimized,,True,24.0,22.0,0.0,2.0,5.0,5.0,5.0,158.12342722003538,4.8,758.9924506561698,21.0,36.0,0.05270780907334513,54.64652485848357,83,
outputs\raw\humaneval_039__deepseek_model__optimized__r3.json,humaneval_039,deepseek_model,optimized,,True,26.0,24.0,0.0,2.0,5.0,5.0,5.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,54.18844811941408,88,
outputs\raw\humaneval_039__deepseek_model__optimized__r4.json,humaneval_039,deepseek_model,optimized,,True,27.0,24.0,0.0,3.0,5.0,5.0,5.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,54.18844811941408,90,
outputs\raw\humaneval_039__deepseek_model__optimized__r5.json,humaneval_039,deepseek_model,optimized,,True,24.0,22.0,0.0,2.0,4.0,4.0,4.0,122.6238852375102,3.076923076923077,377.30426226926215,17.0,30.0,0.040874628412503396,55.554198102396825,79,
outputs\raw\humaneval_039__deepseek_model__readable__r1.json,humaneval_039,deepseek_model,readable,,True,34.0,20.0,0.0,1.0,4.0,4.0,4.0,140.1816079436383,3.9285714285714284,550.713459778579,19.0,33.0,0.04672720264787944,84.6823540037703,106,
outputs\raw\humaneval_039__deepseek_model__readable__r2.json,humaneval_039,deepseek_model,readable,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__readable__r3.json,humaneval_039,deepseek_model,readable,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__readable__r4.json,humaneval_039,deepseek_model,readable,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__deepseek_model__readable__r5.json,humaneval_039,deepseek_model,readable,,True,36.0,22.0,0.0,1.0,4.0,4.0,4.0,150.11730005192322,6.0,900.7038003115393,18.0,36.0,0.05003910001730774,83.75058497597298,108,
outputs\raw\humaneval_039__gpt5_model__basic__r1.json,humaneval_039,gpt5_model,basic,,True,50.0,33.0,1.0,3.0,4.666666666666667,6.0,14.0,166.9080620655929,3.90625,651.9846174437223,21.0,38.0,0.05563602068853097,77.94404626492181,151,
outputs\raw\humaneval_039__gpt5_model__basic__r2.json,humaneval_039,gpt5_model,basic,,True,82.0,59.0,9.0,2.0,6.0,6.0,6.0,595.159243476212,8.974358974358974,5341.1726978634415,49.0,106.0,0.19838641449207067,68.8622877254261,326,
outputs\raw\humaneval_039__gpt5_model__basic__r3.json,humaneval_039,gpt5_model,basic,,True,49.0,32.0,1.0,3.0,4.666666666666667,6.0,14.0,153.73110979725664,3.59375,552.471175833891,21.0,35.0,0.05124370326575221,78.60491452318996,155,
outputs\raw\humaneval_039__gpt5_model__basic__r4.json,humaneval_039,gpt5_model,basic,,True,50.0,33.0,0.0,4.0,4.666666666666667,6.0,14.0,192.7180284437848,4.05,780.5080151973284,26.0,41.0,0.06423934281459492,77.02315040758302,149,
outputs\raw\humaneval_039__gpt5_model__basic__r5.json,humaneval_039,gpt5_model,basic,,True,40.0,24.0,2.0,2.0,5.5,6.0,11.0,140.1816079436383,2.933333333333333,411.199383301339,19.0,33.0,0.04672720264787944,82.30272168090242,133,
outputs\raw\humaneval_039__gpt5_model__concise__r1.json,humaneval_039,gpt5_model,concise,,True,58.0,38.0,6.0,2.0,7.0,7.0,7.0,438.6883841655666,10.803571428571429,4739.401293217283,39.0,83.0,0.14622946138852222,74.92747971895594,241,
outputs\raw\humaneval_039__gpt5_model__concise__r2.json,humaneval_039,gpt5_model,concise,,True,38.0,34.0,0.0,4.0,4.333333333333333,6.0,13.0,171.30037948837168,3.0588235294117645,523.9776313761956,21.0,39.0,0.05710012649612389,49.337533727326,116,
outputs\raw\humaneval_039__gpt5_model__concise__r3.json,humaneval_039,gpt5_model,concise,,True,46.0,29.0,3.0,2.0,5.0,5.0,5.0,297.25177862321254,5.833333333333333,1733.9687086354065,31.0,60.0,0.09908392620773751,78.879343152397,163,
outputs\raw\humaneval_039__gpt5_model__concise__r4.json,humaneval_039,gpt5_model,concise,,True,47.0,30.0,1.0,3.0,5.0,5.0,5.0,267.5266007608913,7.363636363636363,1969.9686056029268,31.0,54.0,0.08917553358696377,78.55190017158293,144,
outputs\raw\humaneval_039__gpt5_model__concise__r5.json,humaneval_039,gpt5_model,concise,,True,51.0,46.0,1.0,4.0,4.666666666666667,6.0,14.0,383.1788228318901,6.967741935483871,2669.8911526351053,40.0,72.0,0.12772627427729671,52.685873371175205,165,
outputs\raw\humaneval_039__gpt5_model__constraint__r1.json,humaneval_039,gpt5_model,constraint,,True,51.0,34.0,1.0,3.0,4.666666666666667,6.0,14.0,166.9080620655929,3.90625,651.9846174437223,21.0,38.0,0.05563602068853097,77.53547400701676,159,
outputs\raw\humaneval_039__gpt5_model__constraint__r2.json,humaneval_039,gpt5_model,constraint,,True,56.0,36.0,4.0,3.0,5.0,7.0,15.0,182.83669636412918,3.9705882352941178,725.9692355634542,22.0,41.0,0.06094556545470973,77.12862532042291,203,
outputs\raw\humaneval_039__gpt5_model__constraint__r3.json,humaneval_039,gpt5_model,constraint,,True,51.0,32.0,2.0,4.0,6.0,6.0,6.0,166.9080620655929,3.90625,651.9846174437223,21.0,38.0,0.05563602068853097,79.40837197200543,165,
outputs\raw\humaneval_039__gpt5_model__constraint__r4.json,humaneval_039,gpt5_model,constraint,,True,46.0,28.0,3.0,3.0,7.0,7.0,7.0,204.32967235008786,5.638888888888889,1152.1923190852178,25.0,44.0,0.06810989078336262,80.22028738538704,168,
outputs\raw\humaneval_039__gpt5_model__constraint__r5.json,humaneval_039,gpt5_model,constraint,,True,47.0,28.0,3.0,3.0,7.0,7.0,7.0,206.81934759820808,5.342105263157895,1104.8507253272694,26.0,44.0,0.06893978253273603,80.18345872012594,153,
outputs\raw\humaneval_039__gpt5_model__optimized__r1.json,humaneval_039,gpt5_model,optimized,,True,53.0,47.0,2.0,4.0,6.666666666666667,13.0,20.0,366.2973245700245,10.0,3662.973245700245,34.0,72.0,0.12209910819000816,55.13841487018722,201,
outputs\raw\humaneval_039__gpt5_model__optimized__r2.json,humaneval_039,gpt5_model,optimized,,True,64.0,56.0,5.0,3.0,5.666666666666667,9.0,17.0,458.45564235273207,10.833333333333334,4966.602792154597,46.0,83.0,0.1528185474509107,57.91324455528332,258,
outputs\raw\humaneval_039__gpt5_model__optimized__r3.json,humaneval_039,gpt5_model,optimized,,True,64.0,55.0,6.0,3.0,6.333333333333333,9.0,19.0,635.9495684877126,12.463414634146341,7926.103158468807,55.0,110.0,0.2119831894959042,58.604921399764116,318,
outputs\raw\humaneval_039__gpt5_model__optimized__r4.json,humaneval_039,gpt5_model,optimized,,True,44.0,39.0,2.0,3.0,5.0,6.0,15.0,380.5489597580819,9.428571428571429,3588.0330491476293,39.0,72.0,0.12684965325269396,58.69826821205474,159,
outputs\raw\humaneval_039__gpt5_model__optimized__r5.json,humaneval_039,gpt5_model,optimized,,True,101.0,75.0,12.0,1.0,11.0,11.0,11.0,760.7634947895463,15.914634146341463,12107.272691467779,56.0,131.0,0.25358783159651543,64.53129794352395,439,
outputs\raw\humaneval_039__gpt5_model__readable__r1.json,humaneval_039,gpt5_model,readable,,True,57.0,34.0,3.0,5.0,5.333333333333333,7.0,16.0,327.8856177582995,8.0625,2643.5777931762896,33.0,65.0,0.10929520591943316,75.20735844964092,218,
outputs\raw\humaneval_039__gpt5_model__readable__r2.json,humaneval_039,gpt5_model,readable,,True,48.0,31.0,1.0,3.0,4.666666666666667,6.0,14.0,187.98346252956745,4.5,845.9255813830536,24.0,41.0,0.06266115417652249,78.40540143373161,160,
outputs\raw\humaneval_039__gpt5_model__readable__r3.json,humaneval_039,gpt5_model,readable,,True,47.0,30.0,1.0,3.0,4.666666666666667,6.0,14.0,187.98346252956745,4.5,845.9255813830536,24.0,41.0,0.06266115417652249,78.81792242359504,146,
outputs\raw\humaneval_039__gpt5_model__readable__r4.json,humaneval_039,gpt5_model,readable,,True,41.0,30.0,2.0,3.0,5.0,7.0,15.0,199.1772208002305,6.075,1210.0016163614002,29.0,41.0,0.06639240693341016,72.40804175701435,188,
outputs\raw\humaneval_039__gpt5_model__readable__r5.json,humaneval_039,gpt5_model,readable,,True,48.0,29.0,1.0,5.0,6.0,6.0,6.0,178.61670928936152,5.555555555555555,992.315051607564,26.0,38.0,0.05953890309645384,80.19197980949272,155,
