problem_id,task_id,model_name,prompt_name,num_successful_candidates,baseline_file,reranked_file,baseline_repeat_idx,reranked_repeat_idx,baseline_complexity,reranked_complexity,improvement,improved
humaneval_029,HumanEval/29,gpt5_model,constraint,5,humaneval_029__gpt5_model__constraint__r1.json,humaneval_029__gpt5_model__constraint__r3.json,1,3,20.075676,15.090909,4.9847670000000015,True
humaneval_029,HumanEval/29,gpt5_model,optimized,5,humaneval_029__gpt5_model__optimized__r1.json,humaneval_029__gpt5_model__optimized__r4.json,1,4,11.06,10.052632,1.0073680000000014,True
humaneval_029,HumanEval/29,gpt5_model,readable,5,humaneval_029__gpt5_model__readable__r1.json,humaneval_029__gpt5_model__readable__r5.json,1,5,14.046875,13.065789,0.9810859999999995,True
humaneval_030,HumanEval/30,claude_model,basic,5,humaneval_030__claude_model__basic__r1.json,humaneval_030__claude_model__basic__r1.json,1,1,9.045455,9.045455,0.0,False
humaneval_030,HumanEval/30,claude_model,concise,5,humaneval_030__claude_model__concise__r1.json,humaneval_030__claude_model__concise__r1.json,1,1,9.05,9.05,0.0,False
humaneval_030,HumanEval/30,claude_model,constraint,5,humaneval_030__claude_model__constraint__r1.json,humaneval_030__claude_model__constraint__r1.json,1,1,12.085714,12.085714,0.0,False
humaneval_030,HumanEval/30,claude_model,optimized,5,humaneval_030__claude_model__optimized__r1.json,humaneval_030__claude_model__optimized__r1.json,1,1,9.045455,9.045455,0.0,False
humaneval_030,HumanEval/30,claude_model,readable,5,humaneval_030__claude_model__readable__r1.json,humaneval_030__claude_model__readable__r1.json,1,1,9.037037,9.037037,0.0,False
humaneval_030,HumanEval/30,deepseek_model,basic,5,humaneval_030__deepseek_model__basic__r1.json,humaneval_030__deepseek_model__basic__r1.json,1,1,9.045455,9.045455,0.0,False
humaneval_030,HumanEval/30,deepseek_model,concise,5,humaneval_030__deepseek_model__concise__r1.json,humaneval_030__deepseek_model__concise__r1.json,1,1,9.05,9.05,0.0,False
humaneval_030,HumanEval/30,deepseek_model,constraint,5,humaneval_030__deepseek_model__constraint__r1.json,humaneval_030__deepseek_model__constraint__r1.json,1,1,12.085714,12.085714,0.0,False
humaneval_030,HumanEval/30,deepseek_model,optimized,5,humaneval_030__deepseek_model__optimized__r1.json,humaneval_030__deepseek_model__optimized__r1.json,1,1,9.045455,9.045455,0.0,False
humaneval_030,HumanEval/30,deepseek_model,readable,5,humaneval_030__deepseek_model__readable__r1.json,humaneval_030__deepseek_model__readable__r1.json,1,1,9.045455,9.045455,0.0,False
humaneval_030,HumanEval/30,gpt5_model,basic,5,humaneval_030__gpt5_model__basic__r1.json,humaneval_030__gpt5_model__basic__r3.json,1,3,16.119403,12.036364,4.083038999999998,True
humaneval_030,HumanEval/30,gpt5_model,concise,5,humaneval_030__gpt5_model__concise__r1.json,humaneval_030__gpt5_model__concise__r2.json,1,2,12.032787,11.020833,1.0119540000000011,True
humaneval_030,HumanEval/30,gpt5_model,constraint,5,humaneval_030__gpt5_model__constraint__r1.json,humaneval_030__gpt5_model__constraint__r3.json,1,3,18.113924,15.1,3.013924000000001,True
humaneval_030,HumanEval/30,gpt5_model,optimized,5,humaneval_030__gpt5_model__optimized__r1.json,humaneval_030__gpt5_model__optimized__r1.json,1,1,10.071429,10.071429,0.0,False
humaneval_030,HumanEval/30,gpt5_model,readable,5,humaneval_030__gpt5_model__readable__r1.json,humaneval_030__gpt5_model__readable__r1.json,1,1,16.091954,16.091954,0.0,False
humaneval_031,HumanEval/31,claude_model,basic,5,humaneval_031__claude_model__basic__r1.json,humaneval_031__claude_model__basic__r1.json,1,1,15.151515,15.151515,0.0,False
humaneval_031,HumanEval/31,claude_model,concise,5,humaneval_031__claude_model__concise__r1.json,humaneval_031__claude_model__concise__r1.json,1,1,13.136364,13.136364,0.0,False
humaneval_031,HumanEval/31,claude_model,constraint,5,humaneval_031__claude_model__constraint__r1.json,humaneval_031__claude_model__constraint__r1.json,1,1,14.149253999999999,14.149253999999999,0.0,False
humaneval_031,HumanEval/31,claude_model,optimized,5,humaneval_031__claude_model__optimized__r1.json,humaneval_031__claude_model__optimized__r1.json,1,1,18.14,18.14,0.0,False
humaneval_031,HumanEval/31,claude_model,readable,5,humaneval_031__claude_model__readable__r1.json,humaneval_031__claude_model__readable__r1.json,1,1,15.151515,15.151515,0.0,False
humaneval_031,HumanEval/31,deepseek_model,basic,5,humaneval_031__deepseek_model__basic__r1.json,humaneval_031__deepseek_model__basic__r1.json,1,1,16.10989,16.10989,0.0,False
humaneval_031,HumanEval/31,deepseek_model,concise,5,humaneval_031__deepseek_model__concise__r1.json,humaneval_031__deepseek_model__concise__r1.json,1,1,16.10989,16.10989,0.0,False
humaneval_031,HumanEval/31,deepseek_model,constraint,5,humaneval_031__deepseek_model__constraint__r1.json,humaneval_031__deepseek_model__constraint__r1.json,1,1,16.10989,16.10989,0.0,False
humaneval_031,HumanEval/31,deepseek_model,optimized,5,humaneval_031__deepseek_model__optimized__r1.json,humaneval_031__deepseek_model__optimized__r1.json,1,1,16.10989,16.10989,0.0,False
humaneval_031,HumanEval/31,deepseek_model,readable,5,humaneval_031__deepseek_model__readable__r1.json,humaneval_031__deepseek_model__readable__r1.json,1,1,16.10989,16.10989,0.0,False
humaneval_031,HumanEval/31,gpt5_model,basic,5,humaneval_031__gpt5_model__basic__r1.json,humaneval_031__gpt5_model__basic__r3.json,1,3,16.128713,15.137931,0.9907820000000012,True
humaneval_031,HumanEval/31,gpt5_model,concise,5,humaneval_031__gpt5_model__concise__r1.json,humaneval_031__gpt5_model__concise__r1.json,1,1,15.106796,15.106796,0.0,False
humaneval_031,HumanEval/31,gpt5_model,constraint,5,humaneval_031__gpt5_model__constraint__r1.json,humaneval_031__gpt5_model__constraint__r1.json,1,1,15.133333,15.133333,0.0,False
humaneval_031,HumanEval/31,gpt5_model,optimized,5,humaneval_031__gpt5_model__optimized__r1.json,humaneval_031__gpt5_model__optimized__r5.json,1,5,19.130769,15.133333,3.9974360000000004,True
humaneval_031,HumanEval/31,gpt5_model,readable,5,humaneval_031__gpt5_model__readable__r1.json,humaneval_031__gpt5_model__readable__r4.json,1,4,16.128713,15.133333,0.9953800000000008,True
humaneval_032,HumanEval/32,claude_model,basic,3,humaneval_032__claude_model__basic__r1.json,humaneval_032__claude_model__basic__r1.json,1,1,16.042945,16.042945,0.0,False
humaneval_032,HumanEval/32,claude_model,concise,5,humaneval_032__claude_model__concise__r1.json,humaneval_032__claude_model__concise__r1.json,1,1,15.033784,15.033784,0.0,False
humaneval_032,HumanEval/32,claude_model,optimized,1,humaneval_032__claude_model__optimized__r3.json,humaneval_032__claude_model__optimized__r3.json,3,3,15.032895,15.032895,0.0,False
humaneval_032,HumanEval/32,deepseek_model,basic,3,humaneval_032__deepseek_model__basic__r1.json,humaneval_032__deepseek_model__basic__r1.json,1,1,15.046512,15.046512,0.0,False
humaneval_032,HumanEval/32,deepseek_model,concise,5,humaneval_032__deepseek_model__concise__r1.json,humaneval_032__deepseek_model__concise__r1.json,1,1,14.033898,14.033898,0.0,False
humaneval_032,HumanEval/32,deepseek_model,constraint,5,humaneval_032__deepseek_model__constraint__r1.json,humaneval_032__deepseek_model__constraint__r1.json,1,1,16.042169,16.042169,0.0,False
humaneval_032,HumanEval/32,deepseek_model,optimized,3,humaneval_032__deepseek_model__optimized__r1.json,humaneval_032__deepseek_model__optimized__r1.json,1,1,20.036364,20.036364,0.0,False
humaneval_032,HumanEval/32,deepseek_model,readable,4,humaneval_032__deepseek_model__readable__r1.json,humaneval_032__deepseek_model__readable__r3.json,1,3,19.051948,17.045249,2.006699000000001,True
humaneval_032,HumanEval/32,gpt5_model,basic,4,humaneval_032__gpt5_model__basic__r1.json,humaneval_032__gpt5_model__basic__r4.json,1,4,49.058884,37.046717,12.012166999999998,True
humaneval_032,HumanEval/32,gpt5_model,concise,5,humaneval_032__gpt5_model__concise__r1.json,humaneval_032__gpt5_model__concise__r2.json,1,2,35.053176,31.055363,3.9978130000000007,True
humaneval_032,HumanEval/32,gpt5_model,constraint,5,humaneval_032__gpt5_model__constraint__r1.json,humaneval_032__gpt5_model__constraint__r1.json,1,1,43.083707,43.083707,0.0,False
humaneval_032,HumanEval/32,gpt5_model,optimized,3,humaneval_032__gpt5_model__optimized__r2.json,humaneval_032__gpt5_model__optimized__r3.json,2,3,59.056587,53.046861,6.009726000000001,True
humaneval_032,HumanEval/32,gpt5_model,readable,4,humaneval_032__gpt5_model__readable__r1.json,humaneval_032__gpt5_model__readable__r5.json,1,5,42.046638,40.057471,1.989167000000002,True
humaneval_033,HumanEval/33,claude_model,basic,5,humaneval_033__claude_model__basic__r1.json,humaneval_033__claude_model__basic__r1.json,1,1,12.027027,12.027027,0.0,False
humaneval_033,HumanEval/33,claude_model,concise,5,humaneval_033__claude_model__concise__r1.json,humaneval_033__claude_model__concise__r1.json,1,1,12.027027,12.027027,0.0,False
humaneval_033,HumanEval/33,claude_model,constraint,5,humaneval_033__claude_model__constraint__r1.json,humaneval_033__claude_model__constraint__r1.json,1,1,12.026316,12.026316,0.0,False
humaneval_033,HumanEval/33,claude_model,optimized,5,humaneval_033__claude_model__optimized__r1.json,humaneval_033__claude_model__optimized__r1.json,1,1,12.027027,12.027027,0.0,False
humaneval_033,HumanEval/33,claude_model,readable,5,humaneval_033__claude_model__readable__r1.json,humaneval_033__claude_model__readable__r1.json,1,1,11.024096,11.024096,0.0,False
humaneval_033,HumanEval/33,deepseek_model,basic,5,humaneval_033__deepseek_model__basic__r1.json,humaneval_033__deepseek_model__basic__r4.json,1,4,11.023529,11.022727,0.0008020000000001914,True
humaneval_033,HumanEval/33,deepseek_model,concise,5,humaneval_033__deepseek_model__concise__r1.json,humaneval_033__deepseek_model__concise__r1.json,1,1,11.024096,11.024096,0.0,False
humaneval_033,HumanEval/33,deepseek_model,constraint,5,humaneval_033__deepseek_model__constraint__r1.json,humaneval_033__deepseek_model__constraint__r2.json,1,2,12.030612,11.022727,1.007885,True
humaneval_033,HumanEval/33,deepseek_model,optimized,5,humaneval_033__deepseek_model__optimized__r1.json,humaneval_033__deepseek_model__optimized__r2.json,1,2,12.026316,10.027027,1.9992889999999992,True
humaneval_033,HumanEval/33,deepseek_model,readable,5,humaneval_033__deepseek_model__readable__r1.json,humaneval_033__deepseek_model__readable__r1.json,1,1,11.023529,11.023529,0.0,False
humaneval_033,HumanEval/33,gpt5_model,basic,5,humaneval_033__gpt5_model__basic__r1.json,humaneval_033__gpt5_model__basic__r2.json,1,2,12.02381,12.021898,0.0019119999999990256,True
humaneval_033,HumanEval/33,gpt5_model,concise,5,humaneval_033__gpt5_model__concise__r1.json,humaneval_033__gpt5_model__concise__r1.json,1,1,11.023256,11.023256,0.0,False
humaneval_033,HumanEval/33,gpt5_model,constraint,5,humaneval_033__gpt5_model__constraint__r1.json,humaneval_033__gpt5_model__constraint__r4.json,1,4,13.024096,12.019481,1.0046149999999994,True
humaneval_033,HumanEval/33,gpt5_model,optimized,5,humaneval_033__gpt5_model__optimized__r1.json,humaneval_033__gpt5_model__optimized__r1.json,1,1,10.024691,10.024691,0.0,False
humaneval_033,HumanEval/33,gpt5_model,readable,5,humaneval_033__gpt5_model__readable__r1.json,humaneval_033__gpt5_model__readable__r3.json,1,3,12.020134,12.017241,0.0028930000000002565,True
humaneval_034,HumanEval/34,claude_model,basic,5,humaneval_034__claude_model__basic__r1.json,humaneval_034__claude_model__basic__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,claude_model,concise,5,humaneval_034__claude_model__concise__r1.json,humaneval_034__claude_model__concise__r1.json,1,1,8.066667,8.066667,0.0,False
humaneval_034,HumanEval/34,claude_model,constraint,5,humaneval_034__claude_model__constraint__r1.json,humaneval_034__claude_model__constraint__r1.json,1,1,12.071429,12.071429,0.0,False
humaneval_034,HumanEval/34,claude_model,optimized,5,humaneval_034__claude_model__optimized__r1.json,humaneval_034__claude_model__optimized__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,claude_model,readable,5,humaneval_034__claude_model__readable__r1.json,humaneval_034__claude_model__readable__r1.json,1,1,8.033333,8.033333,0.0,False
humaneval_034,HumanEval/34,deepseek_model,basic,5,humaneval_034__deepseek_model__basic__r1.json,humaneval_034__deepseek_model__basic__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,deepseek_model,concise,5,humaneval_034__deepseek_model__concise__r1.json,humaneval_034__deepseek_model__concise__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,deepseek_model,constraint,5,humaneval_034__deepseek_model__constraint__r1.json,humaneval_034__deepseek_model__constraint__r1.json,1,1,12.053571,12.053571,0.0,False
humaneval_034,HumanEval/34,deepseek_model,optimized,5,humaneval_034__deepseek_model__optimized__r1.json,humaneval_034__deepseek_model__optimized__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,deepseek_model,readable,5,humaneval_034__deepseek_model__readable__r1.json,humaneval_034__deepseek_model__readable__r1.json,1,1,8.058824,8.058824,0.0,False
humaneval_034,HumanEval/34,gpt5_model,basic,5,humaneval_034__gpt5_model__basic__r1.json,humaneval_034__gpt5_model__basic__r1.json,1,1,16.106061,16.106061,0.0,False
humaneval_034,HumanEval/34,gpt5_model,concise,5,humaneval_034__gpt5_model__concise__r1.json,humaneval_034__gpt5_model__concise__r2.json,1,2,18.072165,16.073529,1.9986359999999976,True
humaneval_034,HumanEval/34,gpt5_model,constraint,5,humaneval_034__gpt5_model__constraint__r1.json,humaneval_034__gpt5_model__constraint__r3.json,1,3,14.074074,13.068493,1.0055809999999994,True
humaneval_034,HumanEval/34,gpt5_model,optimized,5,humaneval_034__gpt5_model__optimized__r1.json,humaneval_034__gpt5_model__optimized__r3.json,1,3,18.073684,8.026316,10.047368,True
humaneval_034,HumanEval/34,gpt5_model,readable,5,humaneval_034__gpt5_model__readable__r1.json,humaneval_034__gpt5_model__readable__r4.json,1,4,9.041667,9.032258,0.009408999999999779,True
humaneval_035,HumanEval/35,claude_model,basic,5,humaneval_035__claude_model__basic__r1.json,humaneval_035__claude_model__basic__r1.json,1,1,7.071429,7.071429,0.0,False
humaneval_035,HumanEval/35,claude_model,concise,5,humaneval_035__claude_model__concise__r1.json,humaneval_035__claude_model__concise__r1.json,1,1,7.083333,7.083333,0.0,False
humaneval_035,HumanEval/35,claude_model,constraint,5,humaneval_035__claude_model__constraint__r1.json,humaneval_035__claude_model__constraint__r1.json,1,1,11.116279,11.116279,0.0,False
humaneval_035,HumanEval/35,claude_model,optimized,5,humaneval_035__claude_model__optimized__r1.json,humaneval_035__claude_model__optimized__r1.json,1,1,7.071429,7.071429,0.0,False
humaneval_035,HumanEval/35,claude_model,readable,5,humaneval_035__claude_model__readable__r1.json,humaneval_035__claude_model__readable__r1.json,1,1,10.083333,10.083333,0.0,False
humaneval_035,HumanEval/35,deepseek_model,basic,5,humaneval_035__deepseek_model__basic__r1.json,humaneval_035__deepseek_model__basic__r1.json,1,1,7.071429,7.071429,0.0,False
humaneval_035,HumanEval/35,deepseek_model,concise,5,humaneval_035__deepseek_model__concise__r1.json,humaneval_035__deepseek_model__concise__r1.json,1,1,7.071429,7.071429,0.0,False
humaneval_035,HumanEval/35,deepseek_model,constraint,5,humaneval_035__deepseek_model__constraint__r1.json,humaneval_035__deepseek_model__constraint__r2.json,1,2,11.108696,11.1,0.008696000000000481,True
humaneval_035,HumanEval/35,deepseek_model,optimized,5,humaneval_035__deepseek_model__optimized__r1.json,humaneval_035__deepseek_model__optimized__r4.json,1,4,11.108696,11.1,0.008696000000000481,True
humaneval_035,HumanEval/35,deepseek_model,readable,5,humaneval_035__deepseek_model__readable__r1.json,humaneval_035__deepseek_model__readable__r1.json,1,1,11.1,11.1,0.0,False
humaneval_035,HumanEval/35,gpt5_model,basic,5,humaneval_035__gpt5_model__basic__r1.json,humaneval_035__gpt5_model__basic__r2.json,1,2,15.111111,13.088889,2.0222219999999993,True
humaneval_035,HumanEval/35,gpt5_model,concise,5,humaneval_035__gpt5_model__concise__r1.json,humaneval_035__gpt5_model__concise__r4.json,1,4,14.091954,13.09589,0.9960639999999987,True
humaneval_035,HumanEval/35,gpt5_model,constraint,5,humaneval_035__gpt5_model__constraint__r1.json,humaneval_035__gpt5_model__constraint__r1.json,1,1,15.076336,15.076336,0.0,False
humaneval_035,HumanEval/35,gpt5_model,optimized,5,humaneval_035__gpt5_model__optimized__r1.json,humaneval_035__gpt5_model__optimized__r1.json,1,1,13.1,13.1,0.0,False
humaneval_035,HumanEval/35,gpt5_model,readable,5,humaneval_035__gpt5_model__readable__r1.json,humaneval_035__gpt5_model__readable__r4.json,1,4,18.090909,13.09589,4.995018999999999,True
humaneval_036,HumanEval/36,claude_model,basic,5,humaneval_036__claude_model__basic__r1.json,humaneval_036__claude_model__basic__r1.json,1,1,13.054545,13.054545,0.0,False
humaneval_036,HumanEval/36,claude_model,concise,5,humaneval_036__claude_model__concise__r1.json,humaneval_036__claude_model__concise__r1.json,1,1,13.056604,13.056604,0.0,False
humaneval_036,HumanEval/36,claude_model,constraint,5,humaneval_036__claude_model__constraint__r1.json,humaneval_036__claude_model__constraint__r1.json,1,1,13.056604,13.056604,0.0,False
humaneval_036,HumanEval/36,claude_model,optimized,5,humaneval_036__claude_model__optimized__r1.json,humaneval_036__claude_model__optimized__r1.json,1,1,13.056604,13.056604,0.0,False
humaneval_036,HumanEval/36,claude_model,readable,5,humaneval_036__claude_model__readable__r1.json,humaneval_036__claude_model__readable__r1.json,1,1,13.053571,13.053571,0.0,False
humaneval_036,HumanEval/36,deepseek_model,basic,5,humaneval_036__deepseek_model__basic__r1.json,humaneval_036__deepseek_model__basic__r1.json,1,1,13.054545,13.054545,0.0,False
humaneval_036,HumanEval/36,deepseek_model,concise,5,humaneval_036__deepseek_model__concise__r1.json,humaneval_036__deepseek_model__concise__r2.json,1,2,13.056604,13.054545,0.002059000000000921,True
humaneval_036,HumanEval/36,deepseek_model,constraint,5,humaneval_036__deepseek_model__constraint__r1.json,humaneval_036__deepseek_model__constraint__r2.json,1,2,14.081967,13.054545,1.0274220000000014,True
humaneval_036,HumanEval/36,deepseek_model,optimized,5,humaneval_036__deepseek_model__optimized__r1.json,humaneval_036__deepseek_model__optimized__r1.json,1,1,13.053571,13.053571,0.0,False
humaneval_036,HumanEval/36,deepseek_model,readable,5,humaneval_036__deepseek_model__readable__r1.json,humaneval_036__deepseek_model__readable__r1.json,1,1,13.054545,13.054545,0.0,False
humaneval_036,HumanEval/36,gpt5_model,basic,5,humaneval_036__gpt5_model__basic__r1.json,humaneval_036__gpt5_model__basic__r1.json,1,1,15.075,15.075,0.0,False
humaneval_036,HumanEval/36,gpt5_model,concise,5,humaneval_036__gpt5_model__concise__r1.json,humaneval_036__gpt5_model__concise__r5.json,1,5,22.060403,15.061856,6.998547,True
humaneval_036,HumanEval/36,gpt5_model,constraint,5,humaneval_036__gpt5_model__constraint__r1.json,humaneval_036__gpt5_model__constraint__r5.json,1,5,18.066667,16.083333,1.9833339999999993,True
humaneval_036,HumanEval/36,gpt5_model,optimized,5,humaneval_036__gpt5_model__optimized__r1.json,humaneval_036__gpt5_model__optimized__r5.json,1,5,16.072917,15.06087,1.0120470000000008,True
humaneval_036,HumanEval/36,gpt5_model,readable,5,humaneval_036__gpt5_model__readable__r1.json,humaneval_036__gpt5_model__readable__r2.json,1,2,15.074074,15.061224,0.01285000000000025,True
humaneval_037,HumanEval/37,claude_model,basic,5,humaneval_037__claude_model__basic__r1.json,humaneval_037__claude_model__basic__r1.json,1,1,12.026316,12.026316,0.0,False
humaneval_037,HumanEval/37,claude_model,concise,5,humaneval_037__claude_model__concise__r1.json,humaneval_037__claude_model__concise__r1.json,1,1,12.027027,12.027027,0.0,False
humaneval_037,HumanEval/37,claude_model,constraint,5,humaneval_037__claude_model__constraint__r1.json,humaneval_037__claude_model__constraint__r1.json,1,1,12.025641,12.025641,0.0,False
humaneval_037,HumanEval/37,claude_model,optimized,5,humaneval_037__claude_model__optimized__r1.json,humaneval_037__claude_model__optimized__r1.json,1,1,12.026316,12.026316,0.0,False
humaneval_037,HumanEval/37,claude_model,readable,5,humaneval_037__claude_model__readable__r1.json,humaneval_037__claude_model__readable__r1.json,1,1,12.025641,12.025641,0.0,False
humaneval_037,HumanEval/37,deepseek_model,basic,5,humaneval_037__deepseek_model__basic__r1.json,humaneval_037__deepseek_model__basic__r5.json,1,5,12.027027,11.026667,1.0003600000000006,True
humaneval_037,HumanEval/37,deepseek_model,concise,5,humaneval_037__deepseek_model__concise__r1.json,humaneval_037__deepseek_model__concise__r1.json,1,1,12.027027,12.027027,0.0,False
humaneval_037,HumanEval/37,deepseek_model,constraint,5,humaneval_037__deepseek_model__constraint__r1.json,humaneval_037__deepseek_model__constraint__r1.json,1,1,12.030612,12.030612,0.0,False
humaneval_037,HumanEval/37,deepseek_model,optimized,5,humaneval_037__deepseek_model__optimized__r1.json,humaneval_037__deepseek_model__optimized__r5.json,1,5,12.027027,10.037736,1.9892909999999997,True
humaneval_037,HumanEval/37,deepseek_model,readable,5,humaneval_037__deepseek_model__readable__r1.json,humaneval_037__deepseek_model__readable__r1.json,1,1,13.032258,13.032258,0.0,False
humaneval_037,HumanEval/37,gpt5_model,basic,5,humaneval_037__gpt5_model__basic__r1.json,humaneval_037__gpt5_model__basic__r3.json,1,3,11.021583,10.022727,0.998856,True
humaneval_037,HumanEval/37,gpt5_model,concise,5,humaneval_037__gpt5_model__concise__r1.json,humaneval_037__gpt5_model__concise__r5.json,1,5,13.045872,10.026316,3.0195559999999997,True
humaneval_037,HumanEval/37,gpt5_model,constraint,5,humaneval_037__gpt5_model__constraint__r1.json,humaneval_037__gpt5_model__constraint__r4.json,1,4,12.016484,11.017647,0.998837,True
humaneval_037,HumanEval/37,gpt5_model,optimized,5,humaneval_037__gpt5_model__optimized__r1.json,humaneval_037__gpt5_model__optimized__r5.json,1,5,13.027778,12.019868,1.007909999999999,True
humaneval_037,HumanEval/37,gpt5_model,readable,5,humaneval_037__gpt5_model__readable__r1.json,humaneval_037__gpt5_model__readable__r2.json,1,2,13.021277,12.018868,1.002409,True
humaneval_038,HumanEval/38,claude_model,basic,5,humaneval_038__claude_model__basic__r1.json,humaneval_038__claude_model__basic__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,claude_model,concise,5,humaneval_038__claude_model__concise__r1.json,humaneval_038__claude_model__concise__r1.json,1,1,15.021164,15.021164,0.0,False
humaneval_038,HumanEval/38,claude_model,constraint,5,humaneval_038__claude_model__constraint__r1.json,humaneval_038__claude_model__constraint__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,claude_model,optimized,5,humaneval_038__claude_model__optimized__r1.json,humaneval_038__claude_model__optimized__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,claude_model,readable,5,humaneval_038__claude_model__readable__r1.json,humaneval_038__claude_model__readable__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,deepseek_model,basic,5,humaneval_038__deepseek_model__basic__r1.json,humaneval_038__deepseek_model__basic__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,deepseek_model,concise,4,humaneval_038__deepseek_model__concise__r1.json,humaneval_038__deepseek_model__concise__r1.json,1,1,15.021164,15.021164,0.0,False
humaneval_038,HumanEval/38,deepseek_model,constraint,5,humaneval_038__deepseek_model__constraint__r1.json,humaneval_038__deepseek_model__constraint__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,deepseek_model,readable,5,humaneval_038__deepseek_model__readable__r1.json,humaneval_038__deepseek_model__readable__r1.json,1,1,15.020725,15.020725,0.0,False
humaneval_038,HumanEval/38,gpt5_model,basic,5,humaneval_038__gpt5_model__basic__r1.json,humaneval_038__gpt5_model__basic__r1.json,1,1,15.0199,15.0199,0.0,False
humaneval_038,HumanEval/38,gpt5_model,concise,5,humaneval_038__gpt5_model__concise__r1.json,humaneval_038__gpt5_model__concise__r2.json,1,2,19.030189,15.019704,4.010484999999999,True
humaneval_038,HumanEval/38,gpt5_model,constraint,5,humaneval_038__gpt5_model__constraint__r1.json,humaneval_038__gpt5_model__constraint__r5.json,1,5,18.024476,15.0199,3.004576,True
humaneval_038,HumanEval/38,gpt5_model,optimized,5,humaneval_038__gpt5_model__optimized__r1.json,humaneval_038__gpt5_model__optimized__r2.json,1,2,17.022388,16.023474,0.9989139999999992,True
humaneval_038,HumanEval/38,gpt5_model,readable,5,humaneval_038__gpt5_model__readable__r1.json,humaneval_038__gpt5_model__readable__r5.json,1,5,19.041494,15.018433,4.023061,True
humaneval_039,HumanEval/39,claude_model,basic,5,humaneval_039__claude_model__basic__r1.json,humaneval_039__claude_model__basic__r1.json,1,1,18.096154,18.096154,0.0,False
humaneval_039,HumanEval/39,claude_model,constraint,5,humaneval_039__claude_model__constraint__r1.json,humaneval_039__claude_model__constraint__r1.json,1,1,20.112903,20.112903,0.0,False
humaneval_039,HumanEval/39,claude_model,readable,5,humaneval_039__claude_model__readable__r1.json,humaneval_039__claude_model__readable__r2.json,1,2,20.112903,20.111111,0.0017919999999982394,True
humaneval_039,HumanEval/39,deepseek_model,basic,5,humaneval_039__deepseek_model__basic__r1.json,humaneval_039__deepseek_model__basic__r1.json,1,1,19.10687,19.10687,0.0,False
humaneval_039,HumanEval/39,deepseek_model,concise,5,humaneval_039__deepseek_model__concise__r1.json,humaneval_039__deepseek_model__concise__r2.json,1,2,19.112,18.096154,1.0158459999999998,True
humaneval_039,HumanEval/39,deepseek_model,constraint,5,humaneval_039__deepseek_model__constraint__r1.json,humaneval_039__deepseek_model__constraint__r1.json,1,1,19.101449,19.101449,0.0,False
humaneval_039,HumanEval/39,deepseek_model,optimized,5,humaneval_039__deepseek_model__optimized__r1.json,humaneval_039__deepseek_model__optimized__r1.json,1,1,19.097222,19.097222,0.0,False
humaneval_039,HumanEval/39,deepseek_model,readable,5,humaneval_039__deepseek_model__readable__r1.json,humaneval_039__deepseek_model__readable__r2.json,1,2,20.107692,19.10687,1.0008219999999994,True
humaneval_039,HumanEval/39,gpt5_model,basic,5,humaneval_039__gpt5_model__basic__r1.json,humaneval_039__gpt5_model__basic__r5.json,1,5,22.098446,19.106667,2.9917789999999975,True
humaneval_039,HumanEval/39,gpt5_model,concise,5,humaneval_039__gpt5_model__concise__r1.json,humaneval_039__gpt5_model__concise__r4.json,1,4,25.081181,21.092391,3.9887900000000016,True
humaneval_039,HumanEval/39,gpt5_model,constraint,5,humaneval_039__gpt5_model__constraint__r1.json,humaneval_039__gpt5_model__constraint__r4.json,1,4,22.1,21.102857,0.9971430000000012,True
humaneval_039,HumanEval/39,gpt5_model,optimized,5,humaneval_039__gpt5_model__optimized__r1.json,humaneval_039__gpt5_model__optimized__r4.json,1,4,28.088737,22.085714,6.003022999999999,True
humaneval_039,HumanEval/39,gpt5_model,readable,5,humaneval_039__gpt5_model__readable__r1.json,humaneval_039__gpt5_model__readable__r3.json,1,3,24.083333,21.091398,2.991934999999998,True
humaneval_040,HumanEval/40,claude_model,basic,5,humaneval_040__claude_model__basic__r1.json,humaneval_040__claude_model__basic__r1.json,1,1,17.071429,17.071429,0.0,False
humaneval_040,HumanEval/40,claude_model,concise,5,humaneval_040__claude_model__concise__r1.json,humaneval_040__claude_model__concise__r1.json,1,1,17.076923,17.076923,0.0,False
humaneval_040,HumanEval/40,claude_model,constraint,5,humaneval_040__claude_model__constraint__r1.json,humaneval_040__claude_model__constraint__r1.json,1,1,17.071429,17.071429,0.0,False
