problem_id,task_id,model_name,model_id,provider,num_samples,num_valid_vectors,structural_variance,sds,success_rate
humaneval_075,HumanEval/75,deepseek_model,deepseek-chat,deepseek,25,25,0.3732047875709384,1.1733633405703214,1.0
humaneval_075,HumanEval/75,gpt5_model,gpt-5-mini,openai,25,25,0.38806026868890325,1.2291461603923401,0.96
humaneval_076,HumanEval/76,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08631130280837634,0.46291437442341166,1.0
humaneval_076,HumanEval/76,deepseek_model,deepseek-chat,deepseek,25,25,0.1335820985054325,0.7264258461164605,1.0
humaneval_076,HumanEval/76,gpt5_model,gpt-5-mini,openai,25,25,0.7628354094799559,1.8149644899435833,0.96
humaneval_077,HumanEval/77,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06250786340541162,0.5405368995642781,1.0
humaneval_077,HumanEval/77,deepseek_model,deepseek-chat,deepseek,25,25,0.19222137932666303,0.9136557771181364,1.0
humaneval_077,HumanEval/77,gpt5_model,gpt-5-mini,openai,25,25,0.2556908725282604,1.0308621393698025,1.0
humaneval_078,HumanEval/78,claude_model,claude-sonnet-4-6,anthropic,25,25,0.23493722518588603,1.0615731957403605,1.0
humaneval_078,HumanEval/78,deepseek_model,deepseek-chat,deepseek,25,25,0.18389562190252834,0.8190550828243626,1.0
humaneval_078,HumanEval/78,gpt5_model,gpt-5-mini,openai,25,25,0.32964150718494556,1.1828140095154969,1.0
humaneval_079,HumanEval/79,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08818127805163622,0.5756138451175239,1.0
humaneval_079,HumanEval/79,deepseek_model,deepseek-chat,deepseek,25,25,0.06671641697569534,0.531663873668181,1.0
humaneval_079,HumanEval/79,gpt5_model,gpt-5-mini,openai,25,25,0.12529095023991046,0.7037438620566759,1.0
humaneval_080,HumanEval/80,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3090268418376108,1.1975615186201691,1.0
humaneval_080,HumanEval/80,deepseek_model,deepseek-chat,deepseek,25,25,3.7773702678287754e-05,0.007456734562959819,1.0
humaneval_080,HumanEval/80,gpt5_model,gpt-5-mini,openai,25,25,0.04488337278068048,0.40013253742381494,1.0
humaneval_081,HumanEval/81,claude_model,claude-sonnet-4-6,anthropic,25,25,2.300171754532424,3.3172893287178136,0.84
humaneval_081,HumanEval/81,deepseek_model,deepseek-chat,deepseek,25,25,1.5777218104420237e-31,8.881784197001252e-16,1.0
humaneval_081,HumanEval/81,gpt5_model,gpt-5-mini,openai,25,25,2.828192578410835,3.6173357233556636,0.92
humaneval_082,HumanEval/82,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04394142017588415,0.3749833923826886,1.0
humaneval_082,HumanEval/82,deepseek_model,deepseek-chat,deepseek,25,25,0.21846259801377851,0.8670705999144777,1.0
humaneval_082,HumanEval/82,gpt5_model,gpt-5-mini,openai,25,25,0.17352169883638122,0.8967746525308743,1.0
humaneval_083,HumanEval/83,claude_model,claude-sonnet-4-6,anthropic,25,25,0.30555823581074193,1.1927076073079244,0.88
humaneval_083,HumanEval/83,deepseek_model,deepseek-chat,deepseek,25,25,0.09880884648567552,0.5767602582180075,0.8
humaneval_083,HumanEval/83,gpt5_model,gpt-5-mini,openai,25,25,0.11325834216706843,0.6932748360987055,1.0
humaneval_084,HumanEval/84,claude_model,claude-sonnet-4-6,anthropic,25,25,0.19476255041520005,0.9479310346455553,0.6
humaneval_084,HumanEval/84,deepseek_model,deepseek-chat,deepseek,25,25,0.07473859890207642,0.3593250960618151,1.0
humaneval_084,HumanEval/84,gpt5_model,gpt-5-mini,openai,25,25,0.4746663954545469,1.441700532515683,0.88
humaneval_085,HumanEval/85,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11511181616368807,0.6022132536262381,1.0
humaneval_085,HumanEval/85,deepseek_model,deepseek-chat,deepseek,25,25,0.12378253044577411,0.6624089214723264,1.0
humaneval_085,HumanEval/85,gpt5_model,gpt-5-mini,openai,25,25,0.2571324775416782,1.0042598496862347,1.0
humaneval_086,HumanEval/86,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07861082262607119,0.5833647174882356,1.0
humaneval_086,HumanEval/86,deepseek_model,deepseek-chat,deepseek,25,25,0.03791699423768929,0.3729720126523428,1.0
humaneval_086,HumanEval/86,gpt5_model,gpt-5-mini,openai,25,25,0.5114466707437895,1.4223002215025202,1.0
humaneval_087,HumanEval/87,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0447466782652616,0.4360590944366867,1.0
humaneval_087,HumanEval/87,deepseek_model,deepseek-chat,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_087,HumanEval/87,gpt5_model,gpt-5-mini,openai,25,25,0.13588689242691177,0.7697320298688358,1.0
humaneval_088,HumanEval/88,claude_model,claude-sonnet-4-6,anthropic,25,25,0.13666257025551312,0.7505050421444583,1.0
humaneval_088,HumanEval/88,deepseek_model,deepseek-chat,deepseek,25,25,0.027363858049710726,0.31664645366354266,1.0
humaneval_088,HumanEval/88,gpt5_model,gpt-5-mini,openai,25,25,0.12120769448389632,0.6952420273939174,1.0
humaneval_089,HumanEval/89,claude_model,claude-sonnet-4-6,anthropic,25,25,0.058162369072724804,0.47841206480021986,1.0
humaneval_089,HumanEval/89,deepseek_model,deepseek-chat,deepseek,25,25,0.06842925710520646,0.5807059316163884,1.0
humaneval_089,HumanEval/89,gpt5_model,gpt-5-mini,openai,25,25,0.677103243677488,1.7584163027333946,1.0
humaneval_090,HumanEval/90,claude_model,claude-sonnet-4-6,anthropic,25,25,0.2344546188997992,1.0535916431501804,1.0
humaneval_090,HumanEval/90,deepseek_model,deepseek-chat,deepseek,25,25,0.20946229029183647,1.0114245875168815,1.0
humaneval_090,HumanEval/90,gpt5_model,gpt-5-mini,openai,25,25,0.13975398030331193,0.8124126563916277,1.0
humaneval_091,HumanEval/91,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3054735473652245,1.0615207000244542,1.0
humaneval_091,HumanEval/91,deepseek_model,deepseek-chat,deepseek,25,25,0.16715267636409076,0.6466374261548345,1.0
humaneval_091,HumanEval/91,gpt5_model,gpt-5-mini,openai,25,25,0.15545248925996852,0.8222868863100433,1.0
humaneval_092,HumanEval/92,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11085812767921188,0.6910275837573673,1.0
humaneval_092,HumanEval/92,deepseek_model,deepseek-chat,deepseek,25,25,0.039256655911019525,0.27316844855496397,1.0
humaneval_092,HumanEval/92,gpt5_model,gpt-5-mini,openai,25,25,0.587381741452426,1.6673125593848193,0.76
humaneval_093,HumanEval/93,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04773191237224624,0.4462493054305301,1.0
humaneval_093,HumanEval/93,deepseek_model,deepseek-chat,deepseek,25,25,0.29149239591799425,1.1537203163958676,0.88
humaneval_093,HumanEval/93,gpt5_model,gpt-5-mini,openai,25,25,0.6105966432852862,1.7232170276967693,0.84
humaneval_094,HumanEval/94,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06713371229258153,0.46658560164013596,1.0
humaneval_094,HumanEval/94,deepseek_model,deepseek-chat,deepseek,25,25,0.10204548651399117,0.674960111929728,1.0
humaneval_094,HumanEval/94,gpt5_model,gpt-5-mini,openai,25,25,0.6714554572212426,1.6550174969412605,1.0
humaneval_095,HumanEval/95,claude_model,claude-sonnet-4-6,anthropic,25,25,0.19784208725753288,0.8998299871197137,1.0
humaneval_095,HumanEval/95,deepseek_model,deepseek-chat,deepseek,25,25,0.6519942506377093,1.6621822757014928,1.0
humaneval_095,HumanEval/95,gpt5_model,gpt-5-mini,openai,25,25,0.5372277461138021,1.495104342920591,1.0
humaneval_096,HumanEval/96,claude_model,claude-sonnet-4-6,anthropic,25,25,0.5249425578080039,1.5704084950730886,1.0
humaneval_096,HumanEval/96,deepseek_model,deepseek-chat,deepseek,25,25,0.6377466088783554,1.7457194562538323,1.0
humaneval_096,HumanEval/96,gpt5_model,gpt-5-mini,openai,25,25,0.11906649806599609,0.7092337561088526,1.0
humaneval_097,HumanEval/97,claude_model,claude-sonnet-4-6,anthropic,25,25,0.02546156920741497,0.3495933812239469,1.0
humaneval_097,HumanEval/97,deepseek_model,deepseek-chat,deepseek,25,25,0.07661579900967838,0.6065877890226054,0.4
humaneval_097,HumanEval/97,gpt5_model,gpt-5-mini,openai,25,25,0.09059641146028995,0.6105891870449407,1.0
humaneval_098,HumanEval/98,claude_model,claude-sonnet-4-6,anthropic,25,25,0.2049208934142562,0.9865014189995466,1.0
humaneval_098,HumanEval/98,deepseek_model,deepseek-chat,deepseek,25,25,0.04598635704189726,0.27064991917394654,1.0
humaneval_098,HumanEval/98,gpt5_model,gpt-5-mini,openai,25,25,0.30056246886772786,1.1117704681937903,1.0
humaneval_099,HumanEval/99,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07655734273777257,0.5103012015315226,1.0
humaneval_099,HumanEval/99,deepseek_model,deepseek-chat,deepseek,25,25,0.2035154884612475,0.9511352904540383,1.0
humaneval_099,HumanEval/99,gpt5_model,gpt-5-mini,openai,25,25,0.4169790021499149,1.306748140941151,1.0
humaneval_100,HumanEval/100,claude_model,claude-sonnet-4-6,anthropic,25,25,0.043460488878164456,0.45692846697908707,1.0
humaneval_100,HumanEval/100,deepseek_model,deepseek-chat,deepseek,25,25,0.013148590557054288,0.24372221143537984,1.0
humaneval_100,HumanEval/100,gpt5_model,gpt-5-mini,openai,25,25,0.23221530242094798,0.8939714715732836,1.0
humaneval_101,HumanEval/101,claude_model,claude-sonnet-4-6,anthropic,25,25,0.20033734834375733,0.9490054633447307,0.92
humaneval_101,HumanEval/101,deepseek_model,deepseek-chat,deepseek,25,25,0.0758892453041142,0.4416969665685406,0.44
humaneval_101,HumanEval/101,gpt5_model,gpt-5-mini,openai,25,25,0.10968449855999021,0.4968277293278959,1.0
humaneval_102,HumanEval/102,claude_model,claude-sonnet-4-6,anthropic,25,25,0.13490980726495425,0.6571487025672762,1.0
humaneval_102,HumanEval/102,deepseek_model,deepseek-chat,deepseek,25,25,0.00031892672707523116,0.015650422562786623,1.0
humaneval_102,HumanEval/102,gpt5_model,gpt-5-mini,openai,25,25,0.17261881453992856,0.8834573566038776,1.0
humaneval_103,HumanEval/103,claude_model,claude-sonnet-4-6,anthropic,25,25,0.01737738759955208,0.2358127229785676,1.0
humaneval_103,HumanEval/103,deepseek_model,deepseek-chat,deepseek,25,25,0.04007766067092752,0.38223662142710785,0.64
humaneval_103,HumanEval/103,gpt5_model,gpt-5-mini,openai,25,25,0.11251975397545436,0.6857277639465055,0.16
humaneval_104,HumanEval/104,claude_model,claude-sonnet-4-6,anthropic,25,25,0.716801809056797,1.7503964353746857,1.0
humaneval_104,HumanEval/104,deepseek_model,deepseek-chat,deepseek,25,25,0.13570518952858707,0.8003668811710637,1.0
humaneval_104,HumanEval/104,gpt5_model,gpt-5-mini,openai,25,25,0.35270671961495453,1.1751744023833381,1.0
humaneval_105,HumanEval/105,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04704421505282609,0.4516785644537562,1.0
humaneval_105,HumanEval/105,deepseek_model,deepseek-chat,deepseek,25,25,0.0001242944532206954,0.021538559784623743,1.0
humaneval_105,HumanEval/105,gpt5_model,gpt-5-mini,openai,25,25,0.2736793376923613,1.0324640753305077,1.0
humaneval_106,HumanEval/106,claude_model,claude-sonnet-4-6,anthropic,25,25,0.1191318573728618,0.6667418301298896,0.44
humaneval_106,HumanEval/106,deepseek_model,deepseek-chat,deepseek,25,25,1.0718691505988573,2.026420757302452,0.8
humaneval_106,HumanEval/106,gpt5_model,gpt-5-mini,openai,25,25,0.07126552569947556,0.5440718749907522,0.64
humaneval_107,HumanEval/107,claude_model,claude-sonnet-4-6,anthropic,25,25,0.16829022542266897,0.7339501141496833,1.0
humaneval_107,HumanEval/107,deepseek_model,deepseek-chat,deepseek,25,25,0.34921593016645214,1.3203346028509912,1.0
humaneval_107,HumanEval/107,gpt5_model,gpt-5-mini,openai,25,25,0.0430904471385666,0.3532993546892385,1.0
humaneval_108,HumanEval/108,claude_model,claude-sonnet-4-6,anthropic,25,25,0.05751273894525335,0.5219728654469894,1.0
humaneval_108,HumanEval/108,deepseek_model,deepseek-chat,deepseek,25,25,0.25120197405318745,0.9757333694285454,0.56
humaneval_108,HumanEval/108,gpt5_model,gpt-5-mini,openai,25,25,0.5651320301220552,1.5270925844335113,1.0
humaneval_109,HumanEval/109,claude_model,claude-sonnet-4-6,anthropic,25,25,0.19148732933263096,0.9583556915088883,1.0
humaneval_109,HumanEval/109,deepseek_model,deepseek-chat,deepseek,25,25,0.007114487828875048,0.07391837831402974,1.0
humaneval_109,HumanEval/109,gpt5_model,gpt-5-mini,openai,25,25,0.20336681281048255,0.9129202408895215,1.0
humaneval_110,HumanEval/110,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0162137997118161,0.2789735446538206,1.0
humaneval_110,HumanEval/110,deepseek_model,deepseek-chat,deepseek,25,25,0.030656269248835445,0.3892694833325086,1.0
humaneval_110,HumanEval/110,gpt5_model,gpt-5-mini,openai,25,25,0.024886020880708855,0.24090892249107437,1.0
humaneval_111,HumanEval/111,claude_model,claude-sonnet-4-6,anthropic,25,25,0.057517390741112805,0.4550981092003694,1.0
humaneval_111,HumanEval/111,deepseek_model,deepseek-chat,deepseek,25,25,0.001498523729965093,0.07798112144091023,1.0
humaneval_111,HumanEval/111,gpt5_model,gpt-5-mini,openai,25,20,0.1374914842047066,0.6002577452266591,0.8
humaneval_112,HumanEval/112,claude_model,claude-sonnet-4-6,anthropic,25,25,0.10656531170337935,0.5839521613008285,1.0
humaneval_112,HumanEval/112,deepseek_model,deepseek-chat,deepseek,25,25,0.008285506782306456,0.138533122303548,1.0
humaneval_112,HumanEval/112,gpt5_model,gpt-5-mini,openai,25,25,0.20158846612257153,0.9161450188696766,1.0
humaneval_113,HumanEval/113,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00012043278918657322,0.01963122322722235,1.0
humaneval_113,HumanEval/113,deepseek_model,deepseek-chat,deepseek,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_113,HumanEval/113,gpt5_model,gpt-5-mini,openai,25,25,0.5950300814596213,1.5965591485487636,0.88
humaneval_114,HumanEval/114,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04026087794852766,0.4206277622935183,1.0
humaneval_114,HumanEval/114,deepseek_model,deepseek-chat,deepseek,25,25,0.12831298933779117,0.7493133873854748,1.0
humaneval_114,HumanEval/114,gpt5_model,gpt-5-mini,openai,25,25,0.10285263187508328,0.6641514218190978,1.0
humaneval_115,HumanEval/115,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11766039880034666,0.7519467917694194,1.0
humaneval_115,HumanEval/115,deepseek_model,deepseek-chat,deepseek,25,25,0.10328162461451793,0.5944712104051445,0.76
humaneval_115,HumanEval/115,gpt5_model,gpt-5-mini,openai,25,25,0.1762524641614282,0.8863318193230643,1.0
humaneval_116,HumanEval/116,claude_model,claude-sonnet-4-6,anthropic,25,25,1.479114197289397e-32,2.7194799110210365e-16,1.0
humaneval_116,HumanEval/116,deepseek_model,deepseek-chat,deepseek,25,25,0.32594106038706033,1.0212792924751743,1.0
humaneval_116,HumanEval/116,gpt5_model,gpt-5-mini,openai,25,25,0.6167386185065961,1.6243186875211444,0.76
humaneval_117,HumanEval/117,claude_model,claude-sonnet-4-6,anthropic,25,25,0.09806148065822509,0.5601756314820561,1.0
humaneval_117,HumanEval/117,deepseek_model,deepseek-chat,deepseek,25,25,0.13732522507369702,0.8220707443811773,1.0
humaneval_117,HumanEval/117,gpt5_model,gpt-5-mini,openai,25,25,0.3285277820132838,1.2616361060370642,1.0
humaneval_118,HumanEval/118,claude_model,claude-sonnet-4-6,anthropic,25,25,0.05254621479221314,0.452318593498807,1.0
humaneval_118,HumanEval/118,deepseek_model,deepseek-chat,deepseek,25,25,0.11216516941995994,0.6851448770870485,1.0
humaneval_118,HumanEval/118,gpt5_model,gpt-5-mini,openai,25,25,0.43433867816923677,1.1694456157831319,1.0
humaneval_119,HumanEval/119,claude_model,claude-sonnet-4-6,anthropic,25,25,0.025405941174539044,0.3315881991673813,1.0
humaneval_119,HumanEval/119,deepseek_model,deepseek-chat,deepseek,25,25,0.505841476590083,1.509485764921144,1.0
humaneval_119,HumanEval/119,gpt5_model,gpt-5-mini,openai,25,25,0.3139289823752611,1.0772390827487703,1.0
humaneval_120,HumanEval/120,claude_model,claude-sonnet-4-6,anthropic,25,25,0.16440759010572342,0.8322266466753994,1.0
humaneval_120,HumanEval/120,deepseek_model,deepseek-chat,deepseek,25,25,0.10184826753274098,0.6548547719033608,1.0
humaneval_120,HumanEval/120,gpt5_model,gpt-5-mini,openai,25,25,0.6540278197448017,1.3639518565584574,0.96
humaneval_121,HumanEval/121,claude_model,claude-sonnet-4-6,anthropic,25,25,0.20238637996232378,0.9855683162841653,1.0
humaneval_121,HumanEval/121,deepseek_model,deepseek-chat,deepseek,25,25,0.19785696046796525,0.9502374468510831,1.0
humaneval_121,HumanEval/121,gpt5_model,gpt-5-mini,openai,25,25,0.24482649273390616,0.9506310479304889,1.0
humaneval_122,HumanEval/122,claude_model,claude-sonnet-4-6,anthropic,25,25,0.11637737067536717,0.6414234713567463,1.0
humaneval_122,HumanEval/122,deepseek_model,deepseek-chat,deepseek,25,25,0.10712630975593654,0.6566857024145998,0.88
humaneval_122,HumanEval/122,gpt5_model,gpt-5-mini,openai,25,25,0.24943408262542635,1.0470769834391107,1.0
humaneval_123,HumanEval/123,claude_model,claude-sonnet-4-6,anthropic,25,25,0.029883581524561147,0.3757747015227193,1.0
humaneval_123,HumanEval/123,deepseek_model,deepseek-chat,deepseek,25,25,0.018074889805384672,0.29469320145310973,1.0
humaneval_123,HumanEval/123,gpt5_model,gpt-5-mini,openai,25,25,0.0379692472382359,0.3947805960837246,1.0
humaneval_124,HumanEval/124,claude_model,claude-sonnet-4-6,anthropic,25,25,0.13635837494768493,0.8032476486514328,1.0
humaneval_124,HumanEval/124,deepseek_model,deepseek-chat,deepseek,25,25,0.2157691663208094,0.9009181350894111,1.0
humaneval_124,HumanEval/124,gpt5_model,gpt-5-mini,openai,25,25,0.31841144232732266,1.1936724375024201,1.0
humaneval_125,HumanEval/125,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3871028402324835,1.3631190825147743,1.0
humaneval_125,HumanEval/125,deepseek_model,deepseek-chat,deepseek,25,25,0.21278254339352945,0.9864220990318628,1.0
humaneval_125,HumanEval/125,gpt5_model,gpt-5-mini,openai,25,25,0.15479490274162583,0.8219823563341007,1.0
humaneval_126,HumanEval/126,claude_model,claude-sonnet-4-6,anthropic,25,25,0.27446149911261275,1.0143825192530933,1.0
humaneval_126,HumanEval/126,deepseek_model,deepseek-chat,deepseek,25,25,0.16775422057922204,0.8304787900277327,0.56
humaneval_126,HumanEval/126,gpt5_model,gpt-5-mini,openai,25,25,0.4613623573143865,1.4731666397860836,1.0
humaneval_127,HumanEval/127,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3570664253898147,1.2824399004521114,1.0
humaneval_127,HumanEval/127,deepseek_model,deepseek-chat,deepseek,25,25,0.12793148144267635,0.6680138748975382,0.0
humaneval_127,HumanEval/127,gpt5_model,gpt-5-mini,openai,25,25,0.31639199358204906,1.0684093965709938,0.92
humaneval_128,HumanEval/128,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03480663480560129,0.40478509224886766,1.0
humaneval_128,HumanEval/128,deepseek_model,deepseek-chat,deepseek,25,25,0.039474294200944574,0.4197180011733461,1.0
humaneval_128,HumanEval/128,gpt5_model,gpt-5-mini,openai,25,25,0.09816540243090544,0.6417544802692556,1.0
humaneval_129,HumanEval/129,claude_model,claude-sonnet-4-6,anthropic,25,25,1.5343444006741342,2.092837905894971,0.96
humaneval_129,HumanEval/129,deepseek_model,deepseek-chat,deepseek,25,25,0.7492336132016215,1.8196558788682002,0.72
humaneval_129,HumanEval/129,gpt5_model,gpt-5-mini,openai,25,25,1.9433394564183781,2.6380251942067314,0.96
humaneval_130,HumanEval/130,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04697890846240323,0.45002962301477745,1.0
humaneval_130,HumanEval/130,deepseek_model,deepseek-chat,deepseek,25,25,0.2853325945570354,1.0500181870233214,0.28
humaneval_130,HumanEval/130,gpt5_model,gpt-5-mini,openai,25,25,0.9106031685419695,1.9372667945976998,0.92
humaneval_131,HumanEval/131,claude_model,claude-sonnet-4-6,anthropic,25,25,0.15633055223235892,0.8274607010879234,1.0
humaneval_131,HumanEval/131,deepseek_model,deepseek-chat,deepseek,25,25,0.0006758933955244299,0.037584066304614173,1.0
humaneval_131,HumanEval/131,gpt5_model,gpt-5-mini,openai,25,25,0.2831511222151345,1.1175157577411001,1.0
humaneval_132,HumanEval/132,claude_model,claude-sonnet-4-6,anthropic,25,25,0.34091123830284925,1.1647698071992434,0.76
humaneval_132,HumanEval/132,deepseek_model,deepseek-chat,deepseek,25,25,0.1836920045488674,0.8043890910981313,0.08
humaneval_132,HumanEval/132,gpt5_model,gpt-5-mini,openai,25,25,0.556123266633121,1.492562273324845,0.88
humaneval_133,HumanEval/133,claude_model,claude-sonnet-4-6,anthropic,25,25,0.10089766912424418,0.6378239583999276,1.0
humaneval_133,HumanEval/133,deepseek_model,deepseek-chat,deepseek,25,25,0.103093568679438,0.6810280610997016,1.0
humaneval_133,HumanEval/133,gpt5_model,gpt-5-mini,openai,25,25,0.22409779181504855,1.034033587108934,1.0
humaneval_134,HumanEval/134,claude_model,claude-sonnet-4-6,anthropic,25,25,0.13266138621297124,0.7824964275707615,1.0
humaneval_134,HumanEval/134,deepseek_model,deepseek-chat,deepseek,25,25,0.07427884378159566,0.5265742650094059,1.0
humaneval_134,HumanEval/134,gpt5_model,gpt-5-mini,openai,25,24,0.29690182151553673,1.1452629072768745,0.84
humaneval_135,HumanEval/135,claude_model,claude-sonnet-4-6,anthropic,25,25,0.004130701794353016,0.056323875737231674,1.0
humaneval_135,HumanEval/135,deepseek_model,deepseek-chat,deepseek,25,25,0.00600410088487544,0.09460550309683793,1.0
humaneval_135,HumanEval/135,gpt5_model,gpt-5-mini,openai,25,25,0.09385425846627868,0.6541253665008011,1.0
humaneval_136,HumanEval/136,claude_model,claude-sonnet-4-6,anthropic,25,25,4.342992125559125e-05,0.009577264415886683,1.0
humaneval_136,HumanEval/136,deepseek_model,deepseek-chat,deepseek,25,25,0.2224164201766868,1.0469327192473796,1.0
humaneval_136,HumanEval/136,gpt5_model,gpt-5-mini,openai,25,25,0.3393880449771566,1.1634992631335133,1.0
humaneval_137,HumanEval/137,claude_model,claude-sonnet-4-6,anthropic,25,25,0.013154823888827378,0.214879446178038,1.0
humaneval_137,HumanEval/137,deepseek_model,deepseek-chat,deepseek,25,25,0.019813754666936245,0.28417604239927635,1.0
humaneval_137,HumanEval/137,gpt5_model,gpt-5-mini,openai,25,25,0.47896323427465504,1.4247430704903183,1.0
humaneval_138,HumanEval/138,claude_model,claude-sonnet-4-6,anthropic,25,25,0.28806782653012136,0.941501910920865,1.0
humaneval_138,HumanEval/138,deepseek_model,deepseek-chat,deepseek,25,25,0.7634959970697899,1.6607822257732294,1.0
humaneval_138,HumanEval/138,gpt5_model,gpt-5-mini,openai,25,25,0.4612466634616113,1.397900771388744,1.0
humaneval_139,HumanEval/139,claude_model,claude-sonnet-4-6,anthropic,25,25,0.13029419337303436,0.6615172500899841,1.0
humaneval_139,HumanEval/139,deepseek_model,deepseek-chat,deepseek,25,25,0.033658768263969754,0.3543645673582011,1.0
humaneval_139,HumanEval/139,gpt5_model,gpt-5-mini,openai,25,25,0.13723213998941355,0.6557296341585855,1.0
humaneval_140,HumanEval/140,claude_model,claude-sonnet-4-6,anthropic,25,25,0.31487777973904935,1.1706186814775947,1.0
humaneval_140,HumanEval/140,deepseek_model,deepseek-chat,deepseek,25,25,0.4066306064060042,1.215383832499326,1.0
humaneval_140,HumanEval/140,gpt5_model,gpt-5-mini,openai,25,25,0.7678862898720965,1.9070177534862274,0.68
humaneval_141,HumanEval/141,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06555365329251168,0.5054819198007567,1.0
humaneval_141,HumanEval/141,deepseek_model,deepseek-chat,deepseek,25,25,0.043482983625530505,0.38136285021436267,1.0
humaneval_141,HumanEval/141,gpt5_model,gpt-5-mini,openai,25,25,0.1359635218949237,0.6857424511119564,1.0
humaneval_142,HumanEval/142,claude_model,claude-sonnet-4-6,anthropic,25,25,0.014980727226828371,0.219937945676131,1.0
humaneval_142,HumanEval/142,deepseek_model,deepseek-chat,deepseek,25,25,0.01751722448973018,0.2841115457855887,1.0
humaneval_142,HumanEval/142,gpt5_model,gpt-5-mini,openai,25,25,0.020216660063906926,0.24207614319221574,1.0
humaneval_143,HumanEval/143,claude_model,claude-sonnet-4-6,anthropic,25,25,0.1283952908063985,0.7529303426994879,1.0
humaneval_143,HumanEval/143,deepseek_model,deepseek-chat,deepseek,25,25,0.07709779932354784,0.6083333270116225,1.0
humaneval_143,HumanEval/143,gpt5_model,gpt-5-mini,openai,25,25,0.12781457440509025,0.6508755504057683,1.0
humaneval_144,HumanEval/144,claude_model,claude-sonnet-4-6,anthropic,25,25,0.026089978123624964,0.32774215639659326,1.0
humaneval_144,HumanEval/144,deepseek_model,deepseek-chat,deepseek,25,25,0.02313058770155522,0.33320687412996913,1.0
humaneval_144,HumanEval/144,gpt5_model,gpt-5-mini,openai,25,25,0.6528431709865595,1.704226827366525,1.0
humaneval_145,HumanEval/145,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08101923637043837,0.5766090455928213,1.0
humaneval_145,HumanEval/145,deepseek_model,deepseek-chat,deepseek,25,25,0.05021414943947524,0.49551352292309114,0.0
humaneval_145,HumanEval/145,gpt5_model,gpt-5-mini,openai,25,25,0.20582302777736042,0.879959716954518,0.0
humaneval_146,HumanEval/146,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03944163187630073,0.380700359580368,1.0
humaneval_146,HumanEval/146,deepseek_model,deepseek-chat,deepseek,25,25,0.29834667699920603,1.0223636784426169,0.4
humaneval_146,HumanEval/146,gpt5_model,gpt-5-mini,openai,25,25,1.1186129963826423,2.187904424085117,1.0
humaneval_147,HumanEval/147,claude_model,claude-sonnet-4-6,anthropic,25,25,0.47353898578844955,1.2315710464703375,1.0
humaneval_147,HumanEval/147,deepseek_model,deepseek-chat,deepseek,25,25,0.08946188091213307,0.5339122209351511,1.0
humaneval_147,HumanEval/147,gpt5_model,gpt-5-mini,openai,25,25,0.8442571912224075,1.7621137188642972,0.88
humaneval_148,HumanEval/148,claude_model,claude-sonnet-4-6,anthropic,25,25,0.02258855829448583,0.26926371537100474,1.0
humaneval_148,HumanEval/148,deepseek_model,deepseek-chat,deepseek,25,25,0.0914792382325468,0.6583161926869555,1.0
humaneval_148,HumanEval/148,gpt5_model,gpt-5-mini,openai,25,25,0.04008855939737023,0.3829194520387466,1.0
humaneval_149,HumanEval/149,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00020791553632204372,0.030276913613397037,1.0
humaneval_149,HumanEval/149,deepseek_model,deepseek-chat,deepseek,25,25,3.0814879110195774e-33,1.2412670766236366e-16,1.0
humaneval_149,HumanEval/149,gpt5_model,gpt-5-mini,openai,25,25,0.007596818719808253,0.13657147064357933,1.0
humaneval_150,HumanEval/150,claude_model,claude-sonnet-4-6,anthropic,25,25,0.2570984181350226,0.9069078256020039,1.0
humaneval_150,HumanEval/150,deepseek_model,deepseek-chat,deepseek,25,25,0.07823635164554152,0.5993145712528514,1.0
humaneval_150,HumanEval/150,gpt5_model,gpt-5-mini,openai,25,25,0.22509504121552637,0.9679283785977923,1.0
