file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,functional_traceback,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_030__deepseek_model__constraint__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,constraint,2,success,,,35.0,9.0,1.0,1.0,1.0,3.0,0.085714,"[""get_positive""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.8913206302008659
humaneval_030__deepseek_model__constraint__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,constraint,3,success,,,35.0,9.0,1.0,1.0,1.0,3.0,0.085714,"[""get_positive""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.8913206302008659
humaneval_030__deepseek_model__constraint__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,constraint,4,success,,,35.0,9.0,1.0,1.0,1.0,3.0,0.085714,"[""get_positive""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.8913206302008659
humaneval_030__deepseek_model__constraint__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,constraint,5,success,,,35.0,9.0,1.0,1.0,1.0,3.0,0.085714,"[""get_positive""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,0.8913206302008659
humaneval_030__deepseek_model__optimized__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,optimized,1,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__optimized__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,optimized,2,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__optimized__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,optimized,3,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__optimized__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,optimized,4,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__optimized__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,optimized,5,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__readable__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,readable,1,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__readable__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,readable,2,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__readable__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,readable,3,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__readable__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,readable,4,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__deepseek_model__readable__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,deepseek_model,deepseek-chat,deepseek,readable,5,success,,,22.0,8.0,0.0,0.0,1.0,1.0,0.045455,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-0.5151667984451134
humaneval_030__gpt5_model__basic__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,basic,1,success,,,67.0,10.0,4.0,1.0,1.0,8.0,0.119403,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,2.0682787012819754
humaneval_030__gpt5_model__basic__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,basic,2,success,,,70.0,10.0,4.0,1.0,1.0,8.0,0.114286,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.8895113157934769
humaneval_030__gpt5_model__basic__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,basic,3,success,,,55.0,10.0,1.0,0.0,1.0,2.0,0.036364,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,-0.8327697496813736
humaneval_030__gpt5_model__basic__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,basic,4,success,,,53.0,10.0,2.0,1.0,1.0,5.0,0.09434,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,1.1926783529336762
humaneval_030__gpt5_model__basic__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,basic,5,success,,,55.0,10.0,1.0,0.0,1.0,2.0,0.036364,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,-0.8327697496813736
humaneval_030__gpt5_model__concise__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,concise,1,success,,,61.0,10.0,1.0,0.0,1.0,2.0,0.032787,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,-0.9577357332444694
humaneval_030__gpt5_model__concise__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,concise,2,success,,,48.0,10.0,0.0,0.0,1.0,1.0,0.020833,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.3753603816965927
humaneval_030__gpt5_model__concise__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,concise,3,success,,,48.0,10.0,0.0,0.0,1.0,1.0,0.020833,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.3753603816965927
humaneval_030__gpt5_model__concise__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,concise,4,success,,,55.0,10.0,1.0,0.0,1.0,2.0,0.036364,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,-0.8327697496813736
humaneval_030__gpt5_model__concise__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,concise,5,success,,,55.0,10.0,1.0,0.0,1.0,2.0,0.036364,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,-0.8327697496813736
humaneval_030__gpt5_model__constraint__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,constraint,1,success,,,79.0,11.0,5.0,1.0,1.0,9.0,0.113924,"[""get_positive""]",True,True,,,,True,1.0403257866659523,1.188725069551748,0.12528863554427352,-0.3158540555843367,1.8768644927434794
humaneval_030__gpt5_model__constraint__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,constraint,2,success,,,99.0,10.0,4.0,1.0,1.0,8.0,0.080808,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,0.719924735495653
humaneval_030__gpt5_model__constraint__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,constraint,3,success,,,60.0,10.0,3.0,1.0,1.0,6.0,0.1,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.35271883467210013,0.12528863554427352,-0.3158540555843367,1.3904159729971717
humaneval_030__gpt5_model__constraint__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,constraint,4,success,,,237.0,16.0,15.0,1.0,1.0,22.0,0.092827,"[""get_positive""]",True,True,,,,True,3.9862771442977922,5.368756243949987,0.12528863554427352,-0.3158540555843367,1.1398202223407319
humaneval_030__gpt5_model__constraint__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,constraint,5,success,,,157.0,11.0,8.0,1.0,1.0,13.0,0.082803,"[""get_positive""]",True,True,,,,True,1.0403257866659523,2.4427344218712195,0.12528863554427352,-0.3158540555843367,0.7896220061717434
humaneval_030__gpt5_model__optimized__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,optimized,1,success,,,42.0,8.0,1.0,0.0,1.0,3.0,0.071429,"[""get_positive""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,-0.7786582023491436,-0.3158540555843367,0.39226022337983696
humaneval_030__gpt5_model__optimized__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,optimized,2,success,,,47.0,10.0,0.0,0.0,1.0,1.0,0.021277,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.359848808673944
humaneval_030__gpt5_model__optimized__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,optimized,3,success,,,52.0,10.0,3.0,1.0,1.0,7.0,0.134615,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.35271883467210013,0.12528863554427352,-0.3158540555843367,2.5997247571840756
humaneval_030__gpt5_model__optimized__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,optimized,4,success,,,41.0,10.0,0.0,0.0,1.0,1.0,0.02439,"[""get_positive""]",True,True,,,,True,0.4511355151395842,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.2510931176390216
humaneval_030__gpt5_model__optimized__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,optimized,5,success,,,66.0,10.0,4.0,1.0,1.0,8.0,0.121212,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,2.1314778805566865
humaneval_030__gpt5_model__readable__r1.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,readable,1,success,,,87.0,10.0,4.0,1.0,1.0,8.0,0.091954,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.1093211159245775
humaneval_030__gpt5_model__readable__r2.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,readable,2,success,,,81.0,10.0,4.0,1.0,1.0,8.0,0.098765,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.3472700435310203
humaneval_030__gpt5_model__readable__r3.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,readable,3,success,,,81.0,10.0,4.0,1.0,1.0,8.0,0.098765,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.3472700435310203
humaneval_030__gpt5_model__readable__r4.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,readable,4,success,,,83.0,10.0,4.0,1.0,1.0,8.0,0.096386,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.264157358348855
humaneval_030__gpt5_model__readable__r5.json,humaneval_030,HumanEval/30,Get Positive,get_positive,gpt5_model,gpt-5-mini,openai,readable,5,success,,,81.0,10.0,4.0,1.0,1.0,8.0,0.098765,"[""get_positive""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.3472700435310203
humaneval_031__claude_model__basic__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,basic,1,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__basic__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,basic,2,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__basic__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,basic,3,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__basic__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,basic,4,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__basic__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,basic,5,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__concise__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,concise,1,success,,,44.0,9.0,2.0,1.0,1.0,6.0,0.136364,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,2.6608277779422123
humaneval_031__claude_model__concise__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,concise,2,success,,,44.0,9.0,2.0,1.0,1.0,6.0,0.136364,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,2.6608277779422123
humaneval_031__claude_model__concise__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,concise,3,success,,,44.0,9.0,2.0,1.0,1.0,6.0,0.136364,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,2.6608277779422123
humaneval_031__claude_model__concise__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,concise,4,success,,,44.0,9.0,2.0,1.0,1.0,6.0,0.136364,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,2.6608277779422123
humaneval_031__claude_model__concise__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,concise,5,success,,,44.0,9.0,2.0,1.0,1.0,6.0,0.136364,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,2.6608277779422123
humaneval_031__claude_model__constraint__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,constraint,1,success,,,67.0,8.0,4.0,1.0,1.0,10.0,0.149254,"[""is_prime""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.111152499252892
humaneval_031__claude_model__constraint__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,constraint,2,success,,,67.0,8.0,4.0,1.0,1.0,10.0,0.149254,"[""is_prime""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.111152499252892
humaneval_031__claude_model__constraint__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,constraint,3,success,,,67.0,8.0,4.0,1.0,1.0,10.0,0.149254,"[""is_prime""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.111152499252892
humaneval_031__claude_model__constraint__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,constraint,4,success,,,67.0,8.0,4.0,1.0,1.0,10.0,0.149254,"[""is_prime""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.111152499252892
humaneval_031__claude_model__constraint__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,constraint,5,success,,,67.0,8.0,4.0,1.0,1.0,10.0,0.149254,"[""is_prime""]",True,True,,,,True,-0.7272450279131517,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.111152499252892
humaneval_031__claude_model__optimized__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,optimized,1,success,,,100.0,10.0,6.0,1.0,1.0,14.0,0.14,"[""is_prime""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,0.12528863554427352,-0.3158540555843367,2.787854984046606
humaneval_031__claude_model__optimized__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,optimized,2,success,,,100.0,10.0,6.0,1.0,1.0,14.0,0.14,"[""is_prime""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,0.12528863554427352,-0.3158540555843367,2.787854984046606
humaneval_031__claude_model__optimized__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,optimized,3,success,,,100.0,10.0,6.0,1.0,1.0,14.0,0.14,"[""is_prime""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,0.12528863554427352,-0.3158540555843367,2.787854984046606
humaneval_031__claude_model__optimized__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,optimized,4,success,,,100.0,10.0,6.0,1.0,1.0,14.0,0.14,"[""is_prime""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,0.12528863554427352,-0.3158540555843367,2.787854984046606
humaneval_031__claude_model__optimized__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,optimized,5,success,,,100.0,10.0,6.0,1.0,1.0,14.0,0.14,"[""is_prime""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,0.12528863554427352,-0.3158540555843367,2.787854984046606
humaneval_031__claude_model__readable__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,readable,1,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__readable__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,readable,2,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__readable__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,readable,3,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__readable__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,readable,4,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__claude_model__readable__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,claude_model,claude-sonnet-4-6,anthropic,readable,5,success,,,66.0,9.0,4.0,1.0,1.0,10.0,0.151515,"[""is_prime""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,0.12528863554427352,-0.3158540555843367,3.1901427393524617
humaneval_031__deepseek_model__basic__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,basic,1,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__basic__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,basic,2,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__basic__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,basic,3,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__basic__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,basic,4,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__basic__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,basic,5,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__concise__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,concise,1,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__concise__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,concise,2,success,,,89.0,10.0,4.0,1.0,1.0,10.0,0.11236,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.8222246274114466
humaneval_031__deepseek_model__concise__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,concise,3,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__concise__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,concise,4,success,,,89.0,10.0,4.0,1.0,1.0,10.0,0.11236,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.8222246274114466
humaneval_031__deepseek_model__concise__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,concise,5,success,,,89.0,10.0,4.0,1.0,1.0,10.0,0.11236,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.8222246274114466
humaneval_031__deepseek_model__constraint__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,constraint,1,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__constraint__r2.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,constraint,2,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__constraint__r3.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,constraint,3,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__constraint__r4.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,constraint,4,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__constraint__r5.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,constraint,5,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
humaneval_031__deepseek_model__optimized__r1.json,humaneval_031,HumanEval/31,Is Prime,is_prime,deepseek_model,deepseek-chat,deepseek,optimized,1,success,,,91.0,10.0,4.0,1.0,1.0,10.0,0.10989,"[""is_prime""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.7359327684791441
