file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_046__claude_model__paraphrase__paraphrase_e__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,4,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__claude_model__paraphrase__paraphrase_e__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_a__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,1,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_a__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,2,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_a__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,3,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_a__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,4,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_a__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_b__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,1,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_b__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,2,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_b__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,3,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_b__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,4,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_b__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_c__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,1,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_c__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,2,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_c__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,3,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_c__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,4,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_c__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,success,,,90.0,10.0,1.0,1.0,1.0,4.0,0.044444,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.5262376083643104
humaneval_046__deepseek_model__paraphrase__paraphrase_d__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,1,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_d__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,2,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_d__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,3,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_d__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,4,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_d__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,success,,,103.0,10.0,4.0,1.0,1.0,10.0,0.097087,"[""fib4""]",True,True,,,True,0.4053099538939863,0.8441379977805259,0.24087621279762858,-0.31167166746947106,1.2936782171618955
humaneval_046__deepseek_model__paraphrase__paraphrase_e__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,1,success,,,90.0,10.0,1.0,1.0,1.0,4.0,0.044444,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.5262376083643104
humaneval_046__deepseek_model__paraphrase__paraphrase_e__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,2,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_e__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,3,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_e__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,4,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__deepseek_model__paraphrase__paraphrase_e__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,success,,,88.0,10.0,1.0,1.0,1.0,4.0,0.045455,"[""fib4""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,0.24087621279762858,-0.31167166746947106,-0.4912864296775524
humaneval_046__gpt5_model__paraphrase__paraphrase_a__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_a,1,success,,,163.0,9.0,6.0,1.0,1.0,13.0,0.079755,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.6944953991610179
humaneval_046__gpt5_model__paraphrase__paraphrase_a__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_a,2,success,,,163.0,9.0,6.0,1.0,1.0,13.0,0.079755,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.6944953991610179
humaneval_046__gpt5_model__paraphrase__paraphrase_a__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_a,3,success,,,163.0,9.0,6.0,1.0,1.0,13.0,0.079755,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.6944953991610179
humaneval_046__gpt5_model__paraphrase__paraphrase_a__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_a,4,success,,,155.0,9.0,6.0,1.0,1.0,13.0,0.083871,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8367892186216461
humaneval_046__gpt5_model__paraphrase__paraphrase_a__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,success,,,165.0,10.0,6.0,2.0,1.0,14.0,0.084848,"[""fib4""]",True,True,,,True,0.4053099538939863,1.6846856650321518,1.20807958800039,-0.31167166746947106,0.8705649867492057
humaneval_046__gpt5_model__paraphrase__paraphrase_b__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_b,1,success,,,153.0,9.0,6.0,1.0,1.0,13.0,0.084967,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8746789237064004
humaneval_046__gpt5_model__paraphrase__paraphrase_b__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_b,2,success,,,168.0,9.0,7.0,1.0,1.0,15.0,0.089286,"[""fib4""]",True,True,,,True,-0.1647397821525855,2.1049594986579647,0.24087621279762858,-0.31167166746947106,1.0239906356234205
humaneval_046__gpt5_model__paraphrase__paraphrase_b__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_b,3,success,,,153.0,9.0,6.0,1.0,1.0,13.0,0.084967,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8746789237064004
humaneval_046__gpt5_model__paraphrase__paraphrase_b__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_b,4,success,,,137.0,9.0,6.0,1.0,1.0,13.0,0.094891,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,1.2177605233971869
humaneval_046__gpt5_model__paraphrase__paraphrase_b__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,success,,,155.0,9.0,6.0,1.0,1.0,13.0,0.083871,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8367892186216461
humaneval_046__gpt5_model__paraphrase__paraphrase_c__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_c,1,success,,,169.0,9.0,6.0,1.0,1.0,13.0,0.076923,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.5965906137595359
humaneval_046__gpt5_model__paraphrase__paraphrase_c__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_c,2,success,,,155.0,9.0,6.0,1.0,1.0,13.0,0.083871,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8367892186216461
humaneval_046__gpt5_model__paraphrase__paraphrase_c__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_c,3,success,,,171.0,9.0,6.0,2.0,1.0,14.0,0.081871,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,1.20807958800039,-0.31167166746947106,0.7676474210217294
humaneval_046__gpt5_model__paraphrase__paraphrase_c__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_c,4,success,,,164.0,9.0,6.0,1.0,1.0,13.0,0.079268,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.6776593714454382
humaneval_046__gpt5_model__paraphrase__paraphrase_c__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,success,,,163.0,9.0,6.0,2.0,1.0,14.0,0.08589,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,1.20807958800039,-0.31167166746947106,0.9065878632987617
humaneval_046__gpt5_model__paraphrase__paraphrase_d__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_d,1,success,,,185.0,9.0,6.0,1.0,1.0,13.0,0.07027,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.3665904240434131
humaneval_046__gpt5_model__paraphrase__paraphrase_d__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_d,2,success,,,161.0,9.0,6.0,1.0,1.0,13.0,0.080745,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.7287205889729763
humaneval_046__gpt5_model__paraphrase__paraphrase_d__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_d,3,success,,,151.0,9.0,6.0,1.0,1.0,13.0,0.086093,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.9136057557551536
humaneval_046__gpt5_model__paraphrase__paraphrase_d__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_d,4,success,,,151.0,9.0,6.0,1.0,1.0,13.0,0.086093,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.9136057557551536
humaneval_046__gpt5_model__paraphrase__paraphrase_d__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,success,,,153.0,9.0,6.0,1.0,1.0,13.0,0.084967,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.8746789237064004
humaneval_046__gpt5_model__paraphrase__paraphrase_e__r1.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_e,1,success,,,163.0,9.0,6.0,1.0,1.0,13.0,0.079755,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.6944953991610179
humaneval_046__gpt5_model__paraphrase__paraphrase_e__r2.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_e,2,success,,,175.0,10.0,7.0,1.0,1.0,15.0,0.085714,"[""fib4""]",True,True,,,True,0.4053099538939863,2.1049594986579647,0.24087621279762858,-0.31167166746947106,0.9005033851099693
humaneval_046__gpt5_model__paraphrase__paraphrase_e__r3.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_e,3,success,,,170.0,9.0,6.0,1.0,1.0,13.0,0.076471,"[""fib4""]",True,True,,,True,-0.1647397821525855,1.6846856650321518,0.24087621279762858,-0.31167166746947106,0.5809645675019545
humaneval_046__gpt5_model__paraphrase__paraphrase_e__r4.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_e,4,success,,,211.0,9.0,7.0,2.0,1.0,16.0,0.075829,"[""fib4""]",True,True,,,True,-0.1647397821525855,2.1049594986579647,1.20807958800039,-0.31167166746947106,0.5587700504723812
humaneval_046__gpt5_model__paraphrase__paraphrase_e__r5.json,humaneval_046,HumanEval/46,Fib4,fib4,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,success,,,176.0,9.0,7.0,1.0,1.0,15.0,0.085227,"[""fib4""]",True,True,,,True,-0.1647397821525855,2.1049594986579647,0.24087621279762858,-0.31167166746947106,0.8836673573943895
humaneval_047__claude_model__paraphrase__paraphrase_a__r1.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,1,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_a__r2.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,2,success,,,70.0,11.0,1.0,0.0,1.0,3.0,0.042857,"[""median""]",True,True,,,True,0.9753596899405581,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.5811016247598442
humaneval_047__claude_model__paraphrase__paraphrase_a__r3.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,3,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_a__r4.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,4,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_a__r5.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_b__r1.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,1,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_b__r2.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,2,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_b__r3.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,3,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_b__r4.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,4,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_b__r5.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_c__r1.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,1,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_c__r2.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,2,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_c__r3.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,3,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_c__r4.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,4,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_c__r5.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_d__r1.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,1,success,,,67.0,10.0,1.0,0.0,1.0,3.0,0.044776,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.514760069962724
humaneval_047__claude_model__paraphrase__paraphrase_d__r2.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,2,success,,,67.0,10.0,1.0,0.0,1.0,3.0,0.044776,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.514760069962724
humaneval_047__claude_model__paraphrase__paraphrase_d__r3.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,3,success,,,67.0,10.0,1.0,0.0,1.0,3.0,0.044776,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.514760069962724
humaneval_047__claude_model__paraphrase__paraphrase_d__r4.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,4,success,,,67.0,10.0,1.0,0.0,1.0,3.0,0.044776,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.514760069962724
humaneval_047__claude_model__paraphrase__paraphrase_d__r5.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,success,,,67.0,10.0,1.0,0.0,1.0,3.0,0.044776,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.514760069962724
humaneval_047__claude_model__paraphrase__paraphrase_e__r1.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,1,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
humaneval_047__claude_model__paraphrase__paraphrase_e__r2.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,2,success,,,70.0,11.0,1.0,0.0,1.0,3.0,0.042857,"[""median""]",True,True,,,True,0.9753596899405581,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.5811016247598442
humaneval_047__claude_model__paraphrase__paraphrase_e__r3.json,humaneval_047,HumanEval/47,Median,median,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,3,success,,,69.0,10.0,1.0,0.0,1.0,3.0,0.043478,"[""median""]",True,True,,,True,0.4053099538939863,-0.4166835030969129,-0.7263271624051328,-0.31167166746947106,-0.55963309660507
