problem_id,task_id,model_name,model_id,provider,num_samples,num_valid_vectors,structural_variance,sds,success_rate
humaneval_075,HumanEval/75,gpt5_model,gpt-5-mini,openai,25,25,0.1473937044410601,0.8024607765470003,0.96
humaneval_076,HumanEval/76,claude_model,claude-sonnet-4-6,anthropic,25,25,0.049706750715015395,0.4474644972916622,0.48
humaneval_076,HumanEval/76,deepseek_model,deepseek-flash,deepseek,25,25,0.02438085645198984,0.34086200508192704,0.0
humaneval_076,HumanEval/76,gpt5_model,gpt-5-mini,openai,25,25,0.678138650807542,1.7598168356208108,0.08
humaneval_077,HumanEval/77,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0339684585171111,0.32577178345832963,1.0
humaneval_077,HumanEval/77,deepseek_model,deepseek-flash,deepseek,25,25,0.012220598956536826,0.14862003849082464,1.0
humaneval_077,HumanEval/77,gpt5_model,gpt-5-mini,openai,25,25,0.1345685993877302,0.7860971125464908,1.0
humaneval_078,HumanEval/78,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00045679231366969035,0.038232648400849924,1.0
humaneval_078,HumanEval/78,deepseek_model,deepseek-flash,deepseek,25,25,0.01202024535055039,0.2433839951342576,1.0
humaneval_078,HumanEval/78,gpt5_model,gpt-5-mini,openai,25,25,0.20031770476110972,0.8298748105575516,1.0
humaneval_079,HumanEval/79,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_079,HumanEval/79,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_079,HumanEval/79,gpt5_model,gpt-5-mini,openai,25,25,0.13912247224657173,0.7620226894348404,1.0
humaneval_080,HumanEval/80,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860798931081874e-33,2.2204502844110104e-16,1.0
humaneval_080,HumanEval/80,deepseek_model,deepseek-flash,deepseek,25,25,0.1122192006294646,0.6499479194055625,1.0
humaneval_080,HumanEval/80,gpt5_model,gpt-5-mini,openai,25,25,0.07399345553621552,0.5908554281505952,1.0
humaneval_081,HumanEval/81,claude_model,claude-sonnet-4-6,anthropic,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_081,HumanEval/81,deepseek_model,deepseek-flash,deepseek,25,25,1.756478643914504,2.9608304795669347,1.0
humaneval_081,HumanEval/81,gpt5_model,gpt-5-mini,openai,25,25,1.885591750697391,2.6780555826188244,0.96
humaneval_082,HumanEval/82,claude_model,claude-sonnet-4-6,anthropic,25,25,0.00016766854564565813,0.011347662448974756,1.0
humaneval_082,HumanEval/82,deepseek_model,deepseek-flash,deepseek,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_082,HumanEval/82,gpt5_model,gpt-5-mini,openai,25,25,0.19297805594654238,0.9508828111661226,1.0
humaneval_083,HumanEval/83,claude_model,claude-sonnet-4-6,anthropic,25,25,0.2984462329569189,1.162676500809581,1.0
humaneval_083,HumanEval/83,deepseek_model,deepseek-flash,deepseek,25,25,0.0004697647586443394,0.018994192129144515,0.0
humaneval_083,HumanEval/83,gpt5_model,gpt-5-mini,openai,25,25,0.053626657340034176,0.420618588253617,1.0
humaneval_084,HumanEval/84,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04257792196801154,0.3691196964368564,1.0
humaneval_084,HumanEval/84,deepseek_model,deepseek-flash,deepseek,25,25,0.019585844105285313,0.1697950603609539,1.0
humaneval_084,HumanEval/84,gpt5_model,gpt-5-mini,openai,25,25,0.22203364420878557,0.9844693273489343,1.0
humaneval_085,HumanEval/85,claude_model,claude-sonnet-4-6,anthropic,25,25,4.5492994949539726e-05,0.011058262540940288,1.0
humaneval_085,HumanEval/85,deepseek_model,deepseek-flash,deepseek,25,25,0.08899851447433096,0.4335491466601994,1.0
humaneval_085,HumanEval/85,gpt5_model,gpt-5-mini,openai,25,25,0.14028418528423342,0.6954527216670013,1.0
humaneval_086,HumanEval/86,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_086,HumanEval/86,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_086,HumanEval/86,gpt5_model,gpt-5-mini,openai,25,25,0.27422715570540707,0.9601691109877981,0.32
humaneval_087,HumanEval/87,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_087,HumanEval/87,deepseek_model,deepseek-flash,deepseek,25,25,0.00321035064696971,0.04965429786909417,1.0
humaneval_087,HumanEval/87,gpt5_model,gpt-5-mini,openai,25,25,0.05520716648447878,0.4166151400804911,1.0
humaneval_088,HumanEval/88,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06565837634231775,0.5500489052669773,1.0
humaneval_088,HumanEval/88,deepseek_model,deepseek-flash,deepseek,25,25,0.0027707051174991233,0.04612918306494628,1.0
humaneval_088,HumanEval/88,gpt5_model,gpt-5-mini,openai,25,25,0.2731672606391619,1.0906227844580483,1.0
humaneval_089,HumanEval/89,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011876522706442351,0.20814791575488237,1.0
humaneval_089,HumanEval/89,deepseek_model,deepseek-flash,deepseek,25,25,0.06440980171274625,0.2983304317365274,1.0
humaneval_089,HumanEval/89,gpt5_model,gpt-5-mini,openai,25,25,0.7247447043657924,1.7998772366694284,1.0
humaneval_090,HumanEval/90,claude_model,claude-sonnet-4-6,anthropic,25,25,0.011397502773835982,0.22271491210005265,1.0
humaneval_090,HumanEval/90,deepseek_model,deepseek-flash,deepseek,25,25,0.03619019288866158,0.3118961982530763,1.0
humaneval_090,HumanEval/90,gpt5_model,gpt-5-mini,openai,25,25,0.14343098345588856,0.7695021946298763,1.0
humaneval_091,HumanEval/91,claude_model,claude-sonnet-4-6,anthropic,25,25,0.1560191628722233,0.8768480111366601,0.0
humaneval_091,HumanEval/91,deepseek_model,deepseek-flash,deepseek,25,25,0.042432099445249144,0.30813261349042603,0.0
humaneval_091,HumanEval/91,gpt5_model,gpt-5-mini,openai,25,25,0.10881920626709758,0.651094962175708,0.0
humaneval_092,HumanEval/92,claude_model,claude-sonnet-4-6,anthropic,25,25,0.06421460050367601,0.5613394056062879,1.0
humaneval_092,HumanEval/92,deepseek_model,deepseek-flash,deepseek,25,25,0.0653598152044684,0.5601134822350274,1.0
humaneval_092,HumanEval/92,gpt5_model,gpt-5-mini,openai,25,25,0.6135691548321187,1.7263193267545955,0.6
humaneval_093,HumanEval/93,claude_model,claude-sonnet-4-6,anthropic,25,25,0.007809729792649478,0.10721903867681348,1.0
humaneval_093,HumanEval/93,deepseek_model,deepseek-flash,deepseek,25,25,3.193073398720068,2.1616256006929593,0.72
humaneval_093,HumanEval/93,gpt5_model,gpt-5-mini,openai,25,25,0.6101829440043783,1.6885074402699107,0.96
humaneval_094,HumanEval/94,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_094,HumanEval/94,deepseek_model,deepseek-flash,deepseek,25,25,0.10146278054506178,0.6858408156867529,1.0
humaneval_094,HumanEval/94,gpt5_model,gpt-5-mini,openai,25,25,0.04184776447795111,0.4182178889241972,1.0
humaneval_095,HumanEval/95,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0842690974811697,0.6442544869228151,0.6
humaneval_095,HumanEval/95,deepseek_model,deepseek-flash,deepseek,25,25,0.07192905028140827,0.5323032275747795,1.0
humaneval_095,HumanEval/95,gpt5_model,gpt-5-mini,openai,25,25,0.3408002743661803,1.1552289770908204,0.72
humaneval_096,HumanEval/96,claude_model,claude-sonnet-4-6,anthropic,25,25,0.008628413034641153,0.1349933640189846,1.0
humaneval_096,HumanEval/96,deepseek_model,deepseek-flash,deepseek,25,25,0.5782416954208311,1.6960084936901345,1.0
humaneval_096,HumanEval/96,gpt5_model,gpt-5-mini,openai,25,25,0.08714595962838967,0.6094099932806972,1.0
humaneval_097,HumanEval/97,claude_model,claude-sonnet-4-6,anthropic,25,25,4.930380657631324e-33,1.5700924586837752e-16,0.0
humaneval_097,HumanEval/97,deepseek_model,deepseek-flash,deepseek,25,25,0.014974004808196583,0.26267891837026025,0.64
humaneval_097,HumanEval/97,gpt5_model,gpt-5-mini,openai,25,25,0.08207351283201228,0.5749586316105239,1.0
humaneval_098,HumanEval/98,claude_model,claude-sonnet-4-6,anthropic,25,25,0.17168027300787742,0.8639849744986776,1.0
humaneval_098,HumanEval/98,deepseek_model,deepseek-flash,deepseek,25,25,0.11377201561379695,0.48677204455236284,1.0
humaneval_098,HumanEval/98,gpt5_model,gpt-5-mini,openai,25,25,0.09087657558657988,0.6387969576927842,1.0
humaneval_099,HumanEval/99,claude_model,claude-sonnet-4-6,anthropic,25,25,0.021128873891569644,0.24324828930738882,1.0
humaneval_099,HumanEval/99,deepseek_model,deepseek-flash,deepseek,25,25,0.018514687228734512,0.22073106690371735,0.0
humaneval_099,HumanEval/99,gpt5_model,gpt-5-mini,openai,25,25,0.30990495171362886,1.1879194324323397,0.56
humaneval_100,HumanEval/100,claude_model,claude-sonnet-4-6,anthropic,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_100,HumanEval/100,deepseek_model,deepseek-flash,deepseek,25,25,0.02357033325125112,0.22834216398155552,1.0
humaneval_100,HumanEval/100,gpt5_model,gpt-5-mini,openai,25,25,0.05561328276238954,0.44018559737536356,1.0
humaneval_101,HumanEval/101,claude_model,claude-sonnet-4-6,anthropic,25,25,0.04741768189262253,0.4159082874195787,1.0
humaneval_101,HumanEval/101,deepseek_model,deepseek-flash,deepseek,25,25,0.005225996073208952,0.08770784582785954,1.0
humaneval_101,HumanEval/101,gpt5_model,gpt-5-mini,openai,25,25,0.049831422149064636,0.21818878066304165,1.0
humaneval_102,HumanEval/102,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_102,HumanEval/102,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,1.0
humaneval_102,HumanEval/102,gpt5_model,gpt-5-mini,openai,25,25,0.22023809416342682,0.9688131411040232,1.0
humaneval_103,HumanEval/103,claude_model,claude-sonnet-4-6,anthropic,25,25,5.5466782398352394e-33,1.6653345369377348e-16,1.0
humaneval_103,HumanEval/103,deepseek_model,deepseek-flash,deepseek,25,25,0.047112087373315986,0.33480769516141207,0.44
humaneval_103,HumanEval/103,gpt5_model,gpt-5-mini,openai,25,25,0.10679608364740936,0.6408697129278671,0.24
humaneval_104,HumanEval/104,claude_model,claude-sonnet-4-6,anthropic,25,25,0.3473537027827124,1.0542921079590226,1.0
humaneval_104,HumanEval/104,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_104,HumanEval/104,gpt5_model,gpt-5-mini,openai,25,25,0.38671485036869013,1.1996122928458324,1.0
humaneval_105,HumanEval/105,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_105,HumanEval/105,deepseek_model,deepseek-flash,deepseek,25,25,0.015700980541829734,0.2746768755139325,1.0
humaneval_105,HumanEval/105,gpt5_model,gpt-5-mini,openai,25,25,0.10478694629179756,0.6566268115027719,1.0
humaneval_106,HumanEval/106,claude_model,claude-sonnet-4-6,anthropic,25,25,0.07226359533499084,0.48087784838976594,0.56
humaneval_106,HumanEval/106,deepseek_model,deepseek-flash,deepseek,25,25,0.10405957728238684,0.6924641016812632,1.0
humaneval_106,HumanEval/106,gpt5_model,gpt-5-mini,openai,25,25,0.11735119735436834,0.5567036001460223,0.84
humaneval_107,HumanEval/107,claude_model,claude-sonnet-4-6,anthropic,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_107,HumanEval/107,deepseek_model,deepseek-flash,deepseek,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_107,HumanEval/107,gpt5_model,gpt-5-mini,openai,25,25,0.027732540926673876,0.3463984912072137,1.0
humaneval_108,HumanEval/108,claude_model,claude-sonnet-4-6,anthropic,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_108,HumanEval/108,deepseek_model,deepseek-flash,deepseek,25,25,0.3637453884371292,1.2160609196168013,0.96
humaneval_108,HumanEval/108,gpt5_model,gpt-5-mini,openai,25,25,0.3284356356130401,1.1076327479021346,1.0
humaneval_109,HumanEval/109,claude_model,claude-sonnet-4-6,anthropic,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_109,HumanEval/109,deepseek_model,deepseek-flash,deepseek,25,25,0.04205454832390595,0.4402128561009533,1.0
humaneval_109,HumanEval/109,gpt5_model,gpt-5-mini,openai,25,25,0.19954587733575005,0.970439723776187,0.96
humaneval_110,HumanEval/110,claude_model,claude-sonnet-4-6,anthropic,25,25,0.002540272957878337,0.04416932908309292,1.0
humaneval_110,HumanEval/110,deepseek_model,deepseek-flash,deepseek,25,25,1.2997998557011418e-05,0.003159503583125649,1.0
humaneval_110,HumanEval/110,gpt5_model,gpt-5-mini,openai,25,25,0.04761592417933433,0.39033878415813483,1.0
humaneval_111,HumanEval/111,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0010221317728769843,0.06182006842815209,1.0
humaneval_111,HumanEval/111,deepseek_model,deepseek-flash,deepseek,25,25,0.0003391173647202418,0.030191844534046105,1.0
humaneval_111,HumanEval/111,gpt5_model,gpt-5-mini,openai,25,24,0.04390425763435639,0.3754289312869143,0.96
humaneval_112,HumanEval/112,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_112,HumanEval/112,deepseek_model,deepseek-flash,deepseek,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_112,HumanEval/112,gpt5_model,gpt-5-mini,openai,25,25,0.0784956668759811,0.5695993176139728,1.0
humaneval_113,HumanEval/113,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_113,HumanEval/113,deepseek_model,deepseek-flash,deepseek,25,25,7.432599960822306e-06,0.004469768304363293,1.0
humaneval_113,HumanEval/113,gpt5_model,gpt-5-mini,openai,25,25,0.07296581546299266,0.42053781696287246,0.96
humaneval_114,HumanEval/114,claude_model,claude-sonnet-4-6,anthropic,25,25,0.013815536752341031,0.19455695594503694,1.0
humaneval_114,HumanEval/114,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_114,HumanEval/114,gpt5_model,gpt-5-mini,openai,25,25,0.06087257953962831,0.5163377809112605,1.0
humaneval_115,HumanEval/115,claude_model,claude-sonnet-4-6,anthropic,25,25,0.12405335492096119,0.7818791038584526,1.0
humaneval_115,HumanEval/115,deepseek_model,deepseek-flash,deepseek,25,25,0.03645114700243609,0.4223574048778236,1.0
humaneval_115,HumanEval/115,gpt5_model,gpt-5-mini,openai,25,25,0.16934711182443402,0.8461803003575804,0.88
humaneval_116,HumanEval/116,claude_model,claude-sonnet-4-6,anthropic,25,25,1.232595164407831e-32,2.482534153247273e-16,1.0
humaneval_116,HumanEval/116,deepseek_model,deepseek-flash,deepseek,25,25,0.07231016067640286,0.23565696127947788,1.0
humaneval_116,HumanEval/116,gpt5_model,gpt-5-mini,openai,25,25,0.8277373708359004,1.7377538085148145,0.84
humaneval_117,HumanEval/117,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860798931081874e-33,2.2204502844110104e-16,1.0
humaneval_117,HumanEval/117,deepseek_model,deepseek-flash,deepseek,25,25,9.860798931081874e-33,2.2204502844110104e-16,1.0
humaneval_117,HumanEval/117,gpt5_model,gpt-5-mini,openai,25,25,0.19403743105431087,0.8733377144760901,1.0
humaneval_118,HumanEval/118,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03369857317466885,0.4097362379702648,1.0
humaneval_118,HumanEval/118,deepseek_model,deepseek-flash,deepseek,25,25,0.0002612214130861961,0.03587895098367252,1.0
humaneval_118,HumanEval/118,gpt5_model,gpt-5-mini,openai,25,25,0.1204971665283235,0.7615787577496866,1.0
humaneval_119,HumanEval/119,claude_model,claude-sonnet-4-6,anthropic,25,25,0.018682263157011252,0.29525590917806477,1.0
humaneval_119,HumanEval/119,deepseek_model,deepseek-flash,deepseek,25,25,0.0036103360253118277,0.05265679507375559,1.0
humaneval_119,HumanEval/119,gpt5_model,gpt-5-mini,openai,25,25,0.24898414865352897,1.0063672930495227,1.0
humaneval_120,HumanEval/120,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03226901027434283,0.2610596669334657,1.0
humaneval_120,HumanEval/120,deepseek_model,deepseek-flash,deepseek,25,25,0.016153242780852815,0.25520555419582575,1.0
humaneval_120,HumanEval/120,gpt5_model,gpt-5-mini,openai,25,25,0.15777992805411406,0.8465920005202391,1.0
humaneval_121,HumanEval/121,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_121,HumanEval/121,deepseek_model,deepseek-flash,deepseek,25,25,6.546193244972732e-06,0.0031041901450459086,1.0
humaneval_121,HumanEval/121,gpt5_model,gpt-5-mini,openai,25,25,0.1300437489043568,0.6855006020171505,1.0
humaneval_122,HumanEval/122,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_122,HumanEval/122,deepseek_model,deepseek-flash,deepseek,25,25,3.697785493223493e-33,1.3597399555105182e-16,1.0
humaneval_122,HumanEval/122,gpt5_model,gpt-5-mini,openai,25,25,0.2129383482159571,0.9106381714704099,1.0
humaneval_123,HumanEval/123,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03294057295394798,0.3963388261396543,1.0
humaneval_123,HumanEval/123,deepseek_model,deepseek-flash,deepseek,25,25,0.01430768543395391,0.16123001960252065,1.0
humaneval_123,HumanEval/123,gpt5_model,gpt-5-mini,openai,25,25,0.054339245979606154,0.44566687823194384,1.0
humaneval_124,HumanEval/124,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0003811715548579356,0.034924904803669984,1.0
humaneval_124,HumanEval/124,deepseek_model,deepseek-flash,deepseek,25,25,4.919087551493434e-05,0.015366073098605427,1.0
humaneval_124,HumanEval/124,gpt5_model,gpt-5-mini,openai,25,25,0.2896454830335035,1.1297075111066648,0.16
humaneval_125,HumanEval/125,claude_model,claude-sonnet-4-6,anthropic,25,25,3.9443082876869815e-32,4.440894216082489e-16,1.0
humaneval_125,HumanEval/125,deepseek_model,deepseek-flash,deepseek,25,25,0.05508619868473782,0.47597665646597365,1.0
humaneval_125,HumanEval/125,gpt5_model,gpt-5-mini,openai,25,25,0.0814554435081992,0.5964021753664533,0.72
humaneval_126,HumanEval/126,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0670542434133725,0.5588869109819323,1.0
humaneval_126,HumanEval/126,deepseek_model,deepseek-flash,deepseek,25,25,0.047398807902165566,0.3864645549124942,1.0
humaneval_126,HumanEval/126,gpt5_model,gpt-5-mini,openai,25,25,0.34623890101011084,1.2436578265121063,1.0
humaneval_127,HumanEval/127,claude_model,claude-sonnet-4-6,anthropic,25,25,0.4187240430186413,1.445787908674379,1.0
humaneval_127,HumanEval/127,deepseek_model,deepseek-flash,deepseek,25,25,0.36214049896577516,1.2555990505059855,1.0
humaneval_127,HumanEval/127,gpt5_model,gpt-5-mini,openai,25,25,0.29234446454665497,0.979590099398933,0.96
humaneval_128,HumanEval/128,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0179866993125035,0.28355592605695085,1.0
humaneval_128,HumanEval/128,deepseek_model,deepseek-flash,deepseek,25,25,2.465190328815662e-33,1.1102230246251565e-16,1.0
humaneval_128,HumanEval/128,gpt5_model,gpt-5-mini,openai,25,25,0.15058121341842778,0.7723470886760562,0.96
humaneval_129,HumanEval/129,claude_model,claude-sonnet-4-6,anthropic,25,25,1.7093754619070687,2.2951375238606326,1.0
humaneval_129,HumanEval/129,deepseek_model,deepseek-flash,deepseek,25,25,1.4627051574871908,2.1925552020978603,0.68
humaneval_129,HumanEval/129,gpt5_model,gpt-5-mini,openai,25,25,1.0644923901352137,2.0373957278008685,0.96
humaneval_130,HumanEval/130,claude_model,claude-sonnet-4-6,anthropic,25,25,0.024224107028255185,0.3021411364188878,1.0
humaneval_130,HumanEval/130,deepseek_model,deepseek-flash,deepseek,25,25,0.039878109180307854,0.3684045183053937,0.92
humaneval_130,HumanEval/130,gpt5_model,gpt-5-mini,openai,25,25,2.000388592309333,2.631451241674157,0.64
humaneval_131,HumanEval/131,claude_model,claude-sonnet-4-6,anthropic,25,25,0.055156779658501597,0.4498501406911697,1.0
humaneval_131,HumanEval/131,deepseek_model,deepseek-flash,deepseek,25,25,2.465227944634888e-33,1.1102314949223176e-16,1.0
humaneval_131,HumanEval/131,gpt5_model,gpt-5-mini,openai,25,25,0.12307319139406658,0.7172244206270771,1.0
humaneval_132,HumanEval/132,claude_model,claude-sonnet-4-6,anthropic,25,25,0.749391322795576,1.8202142838550404,0.52
humaneval_132,HumanEval/132,deepseek_model,deepseek-flash,deepseek,25,25,0.0874590277102862,0.48649609311109565,0.0
humaneval_132,HumanEval/132,gpt5_model,gpt-5-mini,openai,25,25,0.9440711431755409,1.8940072697034263,0.0
humaneval_133,HumanEval/133,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0,0.0,1.0
humaneval_133,HumanEval/133,deepseek_model,deepseek-flash,deepseek,25,25,0.06243281413826427,0.44697315942061394,1.0
humaneval_133,HumanEval/133,gpt5_model,gpt-5-mini,openai,25,25,0.18129116873873233,0.9316834774558684,1.0
humaneval_134,HumanEval/134,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08793374293015968,0.6304926227006532,0.96
humaneval_134,HumanEval/134,deepseek_model,deepseek-flash,deepseek,25,25,0.008113328360171939,0.10928320706390834,1.0
humaneval_134,HumanEval/134,gpt5_model,gpt-5-mini,openai,25,19,0.37295549139213113,1.2655271022584451,0.56
humaneval_135,HumanEval/135,claude_model,claude-sonnet-4-6,anthropic,25,25,6.548161810916602e-34,5.721958498152796e-17,1.0
humaneval_135,HumanEval/135,deepseek_model,deepseek-flash,deepseek,25,25,6.162975822039155e-34,5.551115123125783e-17,1.0
humaneval_135,HumanEval/135,gpt5_model,gpt-5-mini,openai,25,25,0.06427239022365414,0.48514721410118566,1.0
humaneval_136,HumanEval/136,claude_model,claude-sonnet-4-6,anthropic,25,25,6.443483264143002e-05,0.014359368525550753,1.0
humaneval_136,HumanEval/136,deepseek_model,deepseek-flash,deepseek,25,25,2.465227944634888e-33,1.1102314949223176e-16,1.0
humaneval_136,HumanEval/136,gpt5_model,gpt-5-mini,openai,25,25,0.14999424422937271,0.7994137139507994,1.0
humaneval_137,HumanEval/137,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0009097631918989254,0.057609167014002934,1.0
humaneval_137,HumanEval/137,deepseek_model,deepseek-flash,deepseek,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_137,HumanEval/137,gpt5_model,gpt-5-mini,openai,25,25,0.636909588546394,1.680407931403514,1.0
humaneval_138,HumanEval/138,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0005214144115111257,0.033184744041675186,1.0
humaneval_138,HumanEval/138,deepseek_model,deepseek-flash,deepseek,25,25,0.11691282258631312,0.613143451370789,1.0
humaneval_138,HumanEval/138,gpt5_model,gpt-5-mini,openai,25,25,0.42282812315282764,1.2972743237836435,1.0
humaneval_139,HumanEval/139,claude_model,claude-sonnet-4-6,anthropic,25,25,0.08599645352487587,0.4251351328420926,1.0
humaneval_139,HumanEval/139,deepseek_model,deepseek-flash,deepseek,25,25,0.05892667906651934,0.462879461385391,1.0
humaneval_139,HumanEval/139,gpt5_model,gpt-5-mini,openai,25,25,0.08246153157545469,0.5186906567918131,1.0
humaneval_140,HumanEval/140,claude_model,claude-sonnet-4-6,anthropic,25,25,0.37641300662976807,1.3707442555184897,1.0
humaneval_140,HumanEval/140,deepseek_model,deepseek-flash,deepseek,25,25,0.26804960693393753,0.9276317546285457,0.0
humaneval_140,HumanEval/140,gpt5_model,gpt-5-mini,openai,25,25,0.4797271627864091,1.3327141603074546,0.44
humaneval_141,HumanEval/141,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03933798929445764,0.41310165358195555,1.0
humaneval_141,HumanEval/141,deepseek_model,deepseek-flash,deepseek,25,25,0.0011725058011457163,0.029361036694085536,0.04
humaneval_141,HumanEval/141,gpt5_model,gpt-5-mini,openai,25,25,0.1434490392253533,0.7576045429075765,0.0
humaneval_142,HumanEval/142,claude_model,claude-sonnet-4-6,anthropic,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_142,HumanEval/142,deepseek_model,deepseek-flash,deepseek,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_142,HumanEval/142,gpt5_model,gpt-5-mini,openai,25,25,0.023232877952749347,0.29594613759731053,1.0
humaneval_143,HumanEval/143,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0010382729607358522,0.0528287584413828,1.0
humaneval_143,HumanEval/143,deepseek_model,deepseek-flash,deepseek,25,25,0.007255311716777915,0.12827403534760382,1.0
humaneval_143,HumanEval/143,gpt5_model,gpt-5-mini,openai,25,25,0.05891197154495551,0.47115109435940716,1.0
humaneval_144,HumanEval/144,claude_model,claude-sonnet-4-6,anthropic,25,25,0.03827160208221485,0.42669530783975274,1.0
humaneval_144,HumanEval/144,deepseek_model,deepseek-flash,deepseek,25,25,0.0588803737535316,0.5062088369194768,1.0
humaneval_144,HumanEval/144,gpt5_model,gpt-5-mini,openai,25,25,0.47274462739395834,1.4485253231007746,0.96
humaneval_145,HumanEval/145,claude_model,claude-sonnet-4-6,anthropic,25,25,0.010955647581933922,0.21426221556179456,0.92
humaneval_145,HumanEval/145,deepseek_model,deepseek-flash,deepseek,25,25,0.0,0.0,0.0
humaneval_145,HumanEval/145,gpt5_model,gpt-5-mini,openai,25,25,0.6557979206821651,1.2455995587351867,0.0
humaneval_146,HumanEval/146,claude_model,claude-sonnet-4-6,anthropic,25,25,0.1185462084034153,0.721156972295215,1.0
humaneval_146,HumanEval/146,deepseek_model,deepseek-flash,deepseek,25,25,6.34423236393812e-05,0.009663700140068933,1.0
humaneval_146,HumanEval/146,gpt5_model,gpt-5-mini,openai,25,25,1.1796889009919682,2.1688438285166685,1.0
humaneval_147,HumanEval/147,claude_model,claude-sonnet-4-6,anthropic,25,25,0.0006983574320734245,0.05672769206476092,1.0
humaneval_147,HumanEval/147,deepseek_model,deepseek-flash,deepseek,25,25,0.25209374250885364,0.905190989981145,1.0
humaneval_147,HumanEval/147,gpt5_model,gpt-5-mini,openai,25,25,0.8066544574396799,1.7225176223342658,0.8
humaneval_148,HumanEval/148,claude_model,claude-sonnet-4-6,anthropic,25,25,3.76158192263132e-38,4.336808689942018e-19,1.0
humaneval_148,HumanEval/148,deepseek_model,deepseek-flash,deepseek,25,25,0.03612023321645114,0.4135755906145357,1.0
humaneval_148,HumanEval/148,gpt5_model,gpt-5-mini,openai,25,25,0.028717557948634953,0.3242033095384628,1.0
humaneval_149,HumanEval/149,claude_model,claude-sonnet-4-6,anthropic,25,25,9.860761315262648e-33,2.220446049250313e-16,1.0
humaneval_149,HumanEval/149,deepseek_model,deepseek-flash,deepseek,25,25,0.002566502328774271,0.0443967767805123,1.0
humaneval_149,HumanEval/149,gpt5_model,gpt-5-mini,openai,25,25,0.013363398129309052,0.14264009257073285,1.0
humaneval_150,HumanEval/150,claude_model,claude-sonnet-4-6,anthropic,25,25,3.9443082876869815e-32,4.440894216082489e-16,1.0
humaneval_150,HumanEval/150,deepseek_model,deepseek-flash,deepseek,25,25,3.9443082876869815e-32,4.440894216082489e-16,1.0
humaneval_150,HumanEval/150,gpt5_model,gpt-5-mini,openai,25,25,0.29749375380873594,1.1034839344686653,1.0
